ORIGIN,DEST,TOTAL_DB1B_PASSENGERS,TOTAL_FARE_WEIGHT,DB1B_RECORDS,AVG_FARE
GSO,FAR,7.0,2134.68,7,304.9542857142857
GSO,FLL,1.0,534.62,1,534.62
GSO,FNT,1.0,5.5,1,5.5
GSO,FSD,2.0,745.44,2,372.72
GSO,FSM,2.0,920.5,2,460.25
GSO,FWA,2.0,528.41,2,264.205
GSO,GJT,1.0,190.5,1,190.5
GSO,GRB,2.0,676.0,2,338.0
GSO,GRK,2.0,369.27,2,184.635
GSO,GRR,3.0,621.49,3,207.16333333333333
GSO,HOU,1.0,358.0,1,358.0
GSO,HPN,2.0,516.0,1,258.0
GSO,IAH,7.0,1734.19,7,247.74142857142857
GSO,ICT,2.0,487.87,2,243.935
GSO,IND,4.0,901.48,3,225.37
GSO,JAC,8.0,1938.1799999999998,8,242.27249999999998
GSO,JAX,1.0,121.5,1,121.5
GSO,LAN,2.0,289.91999999999996,2,144.95999999999998
GSO,LAS,25.0,9391.36,24,375.6544
GSO,LAW,1.0,435.76,1,435.76
GSO,LAX,10.0,3810.65,10,381.065
GSO,LEX,1.0,217.5,1,217.5
GSO,LGA,1.0,113.5,1,113.5
GSO,LIT,3.0,966.0,3,322.0
GSO,LSE,2.0,677.0,2,338.5
GSO,MAF,1.0,421.04,1,421.04
GSO,MCI,4.0,832.1,4,208.025
GSO,MCO,1.0,434.34,1,434.34
GSO,MHK,4.0,802.28,4,200.57
GSO,MHT,2.0,431.0,2,215.5
GSO,MIA,141.0,45037.41,119,319.41425531914894
GSO,MKE,3.0,654.72,3,218.24
GSO,MQT,1.0,242.0,1,242.0
GSO,MSN,5.0,1385.54,5,277.108
GSO,MSP,6.0,1438.75,6,239.79166666666666
GSO,MSY,1.0,5.0,1,5.0
GSO,OKC,1.0,348.17,1,348.17
GSO,OMA,6.0,1367.79,6,227.965
GSO,ORD,349.0,63085.55,201,180.76088825214902
GSO,PHL,1.0,95.74,1,95.74
GSO,PHX,7.0,2393.72,7,341.96
GSO,PIA,5.0,1058.49,5,211.698
GSO,PSP,9.0,3066.0699999999997,9,340.6744444444444
GSO,PVD,1.0,337.04,1,337.04
GSO,RAP,2.0,924.7,2,462.35
GSO,RST,5.0,1421.5,5,284.3
GSO,SAN,4.0,967.3,4,241.825
GSO,SAT,4.0,466.14,2,116.535
GSO,SDF,2.0,631.0,2,315.5
GSO,SEA,2.0,1177.88,2,588.94
GSO,SFO,6.0,1513.67,6,252.27833333333334
GSO,SGF,7.0,2692.29,7,384.61285714285714
GSO,SJT,1.0,554.0,1,554.0
GSO,SJU,7.0,2051.19,7,293.02714285714285
GSO,SLC,9.0,3228.66,9,358.74
GSO,SNA,13.0,3801.01,13,292.3853846153846
GSO,SPS,1.0,270.21,1,270.21
GSO,STL,5.0,1015.13,5,203.026
GSO,STT,16.0,3689.79,14,230.611875
GSO,STX,8.0,3126.0,7,390.75
GSO,SYR,2.0,263.44,2,131.72
GSO,TPA,1.0,399.35,1,399.35
GSO,TUS,2.0,592.28,2,296.14
GSO,TVC,3.0,712.0,3,237.33333333333334
GSO,XNA,7.0,1787.97,7,255.42428571428573
GSP,ABE,2.0,499.58000000000004,2,249.79000000000002
GSP,ABI,5.0,1818.5,5,363.7
GSP,ALB,2.0,453.6,2,226.8
GSP,ALO,1.0,589.0,1,589.0
GSP,ANC,2.0,1867.0,2,933.5
GSP,ATW,2.0,644.59,2,322.295
GSP,AUS,8.0,2274.13,8,284.26625
GSP,AVP,1.0,334.5,1,334.5
GSP,BDL,1.0,515.0,1,515.0
GSP,BHM,2.0,547.5,2,273.75
GSP,BIL,1.0,248.5,1,248.5
GSP,BMI,2.0,351.86,2,175.93
GSP,BNA,7.0,1508.0,7,215.42857142857142
GSP,BOI,2.0,854.0,2,427.0
GSP,BOS,5.0,1465.41,5,293.082
GSP,BUF,1.0,234.59,1,234.59
GSP,CID,5.0,1718.85,5,343.77
GSP,CLE,3.0,631.5,3,210.5
GSP,CMH,10.0,2180.7,10,218.07
GSP,CMI,2.0,490.5,2,245.25
GSP,COU,2.0,484.5,2,242.25
GSP,CVG,9.0,1888.3899999999999,4,209.8211111111111
GSP,CWA,2.0,525.88,2,262.94
GSP,DAB,2.0,349.0,2,174.5
GSP,DAY,3.0,986.5,2,328.8333333333333
GSP,DCA,6.0,1373.0,6,228.83333333333334
GSP,DEN,9.0,2142.08,9,238.0088888888889
GSP,DFW,15.0,4615.75,15,307.71666666666664
GSP,DSM,7.0,1283.9,6,183.41428571428574
GSP,DTW,1.0,347.38,1,347.38
GSP,ECP,1.0,159.0,1,159.0
GSP,ELP,1.0,426.0,1,426.0
GSP,EYW,7.0,1982.6399999999999,7,283.2342857142857
GSP,FAI,4.0,1422.01,3,355.5025
GSP,FAR,3.0,1675.38,3,558.46
GSP,FLL,8.0,1679.55,8,209.94375
GSP,FNT,1.0,192.34,1,192.34
GSP,FSM,1.0,499.0,1,499.0
GSP,FWA,3.0,997.0,3,332.3333333333333
GSP,GNV,1.0,225.5,1,225.5
GSP,GRB,2.0,1126.0,1,563.0
GSP,GRK,1.0,301.0,1,301.0
GSP,GRR,9.0,2352.57,9,261.3966666666667
GSP,HHH,1.0,218.0,1,218.0
GSP,HOU,1.0,192.0,1,192.0
GSP,IAH,7.0,2210.21,7,315.7442857142857
GSP,ICT,2.0,319.34,2,159.67
GSP,IND,7.0,1119.91,5,159.98714285714286
GSP,JAC,1.0,300.08,1,300.08
GSP,JAX,1.0,157.0,1,157.0
GSP,JFK,1.0,5.5,1,5.5
GSP,LAN,5.0,1533.85,5,306.77
GSP,LAS,9.0,4238.74,8,470.9711111111111
GSP,LAW,2.0,757.39,2,378.695
GSP,LAX,14.0,6280.79,14,448.6278571428571
GSP,LEX,1.0,133.22,1,133.22
GSP,LGA,1.0,7.51,1,7.51
GSP,LIT,4.0,1281.33,4,320.3325
GSP,LSE,2.0,529.01,2,264.505
GSP,MAF,2.0,577.5,2,288.75
GSP,MCI,1.0,530.0,1,530.0
GSP,MCO,18.0,3199.5,16,177.75
GSP,MEM,2.0,438.5,2,219.25
GSP,MFR,2.0,851.65,2,425.825
GSP,MHK,7.0,2018.58,7,288.36857142857144
GSP,MIA,183.0,52788.91,155,288.46398907103827
GSP,MKE,5.0,1237.1,5,247.42
GSP,MKG,1.0,215.64,1,215.64
GSP,MLI,4.0,1461.4,4,365.35
GSP,MSN,4.0,745.8199999999999,4,186.45499999999998
GSP,MSO,1.0,291.5,1,291.5
GSP,MSP,10.0,2405.77,10,240.577
GSP,MSY,6.0,1362.0,6,227.0
GSP,OMA,5.0,1228.05,5,245.60999999999999
GSP,OME,1.0,613.0,1,613.0
GSP,ORD,202.0,40580.41,145,200.8931188118812
GSP,ORF,1.0,289.5,1,289.5
GSP,PBI,2.0,438.5,2,219.25
GSP,PHL,1.0,380.5,1,380.5
GSP,PHX,8.0,2177.44,8,272.18
GSP,PIA,5.0,875.26,5,175.052
GSP,PVD,3.0,311.5,2,103.83333333333333
GSP,RAP,2.0,793.0,2,396.5
GSP,RDU,1.0,220.5,1,220.5
GSP,RIC,1.0,296.0,1,296.0
GSP,ROA,1.0,5.5,1,5.5
GSP,ROC,1.0,270.37,1,270.37
GSP,RST,2.0,242.44,2,121.22
GSP,RSW,4.0,925.5,4,231.375
GSP,SAN,3.0,791.7,3,263.90000000000003
GSP,SAT,2.0,587.6800000000001,2,293.84000000000003
GSP,SBN,1.0,233.5,1,233.5
GSP,SDF,1.0,240.0,1,240.0
GSP,SEA,6.0,1573.0,5,262.1666666666667
GSP,SFO,11.0,2973.16,11,270.2872727272727
GSP,SGF,8.0,3233.31,8,404.16375
GSP,SHV,1.0,224.0,1,224.0
GSP,SJU,23.0,10602.24,20,460.9669565217391
GSP,SLC,7.0,3095.5,7,442.2142857142857
GSP,SNA,7.0,2160.05,6,308.5785714285715
GSP,SPS,1.0,589.0,1,589.0
GSP,SRQ,3.0,442.0,3,147.33333333333334
GSP,STL,10.0,2737.15,10,273.71500000000003
GSP,STT,13.0,4247.52,12,326.7323076923077
GSP,STX,7.0,2422.5,7,346.07142857142856
GSP,SYR,2.0,303.5,2,151.75
GSP,TPA,13.0,1748.12,12,134.47076923076924
GSP,TUL,3.0,945.79,3,315.2633333333333
GSP,TVC,1.0,397.0,1,397.0
GSP,XNA,7.0,1973.8,7,281.9714285714286
GUC,AGS,1.0,376.5,1,376.5
GUC,AVL,3.0,912.0,3,304.0
GUC,BTR,1.0,330.0,1,330.0
GUC,CHA,4.0,656.0,3,164.0
GUC,DAY,1.0,944.0,1,944.0
GUC,FSM,3.0,1253.5,3,417.8333333333333
GUC,GPT,1.0,275.5,1,275.5
GUC,HOU,1.0,221.0,1,221.0
GUC,JAN,3.0,1178.5,3,392.8333333333333
GUC,LIT,6.0,2541.5,6,423.5833333333333
GUC,MAF,1.0,274.5,1,274.5
GUC,MGM,2.0,542.5,2,271.25
GUC,PIA,1.0,337.5,1,337.5
GUC,PNS,1.0,338.5,1,338.5
GUC,SGF,1.0,292.5,1,292.5
GUC,SHV,1.0,468.0,1,468.0
GUC,TLH,1.0,293.5,1,293.5
GUC,XNA,2.0,510.5,2,255.25
HDN,AVL,1.0,550.5,1,550.5
HDN,BTR,10.0,3296.0,10,329.6
HDN,CHA,2.0,670.0,2,335.0
HDN,CRP,7.0,2166.0,7,309.42857142857144
HDN,CWA,1.0,887.0,1,887.0
HDN,EVV,2.0,764.5,2,382.25
HDN,GPT,2.0,463.5,2,231.75
HDN,HOU,1.0,5.5,1,5.5
HDN,HRL,1.0,211.5,1,211.5
HDN,HSV,1.0,316.0,1,316.0
HDN,JAN,7.0,2074.5,7,296.35714285714283
HDN,LCH,3.0,803.5,3,267.8333333333333
HDN,LFT,13.0,5329.5,12,409.96153846153845
HDN,LIT,4.0,1520.5,4,380.125
HDN,MGM,3.0,1035.0,2,345.0
HDN,MLI,1.0,557.5,1,557.5
HDN,MOB,1.0,655.5,1,655.5
HDN,PIA,1.0,229.5,1,229.5
HDN,SGF,5.0,1585.0,4,317.0
HDN,SHV,10.0,2201.0,9,220.1
HDN,SJT,2.0,577.5,2,288.75
HDN,TLH,4.0,1679.0,4,419.75
HDN,VPS,1.0,799.28,1,799.28
HDN,XNA,2.0,805.5,2,402.75
HHH,ABE,7.0,2236.0,7,319.42857142857144
HHH,ACY,1.0,277.0,1,277.0
HHH,ALB,4.0,834.0,4,208.5
HHH,ATL,3.0,992.5,3,330.8333333333333
HHH,ATW,2.0,794.5,2,397.25
HHH,AUS,7.0,1463.0,7,209.0
HHH,AVP,8.0,1995.5,8,249.4375
HHH,BDL,3.0,784.0,3,261.3333333333333
HHH,BFL,1.0,450.0,1,450.0
HHH,BHM,1.0,225.0,1,225.0
HHH,BNA,14.0,3728.5,13,266.32142857142856
HHH,BOS,14.0,5871.75,13,419.4107142857143
HHH,BTV,2.0,765.0,2,382.5
HHH,BUF,10.0,3047.0,10,304.7
HHH,BWI,4.0,914.5,4,228.625
HHH,CAK,8.0,2063.0,8,257.875
HHH,CHO,2.0,1527.0,2,763.5
HHH,CID,8.0,1618.35,8,202.29375
HHH,CKB,1.0,299.0,1,299.0
HHH,CLE,13.0,3207.0,11,246.69230769230768
HHH,CLT,36.0,6858.89,35,190.52472222222224
HHH,CMH,11.0,3419.2,11,310.8363636363636
HHH,CRP,1.0,334.0,1,334.0
HHH,CSG,1.0,370.0,1,370.0
HHH,CVG,10.0,4631.61,9,463.16099999999994
HHH,DAY,2.0,759.0,2,379.5
HHH,DCA,12.0,3768.5,11,314.0416666666667
HHH,DEN,6.0,1981.28,5,330.2133333333333
HHH,DFW,7.0,2044.5,7,292.07142857142856
HHH,DSM,2.0,268.31,2,134.155
HHH,DTW,18.0,5191.98,16,288.4433333333333
HHH,ERI,3.0,1016.0,3,338.6666666666667
HHH,EVV,3.0,885.5,3,295.1666666666667
HHH,EWR,9.0,1655.0,9,183.88888888888889
HHH,EYW,5.0,745.15,5,149.03
HHH,FLL,13.0,2732.0,12,210.15384615384616
HHH,FSD,1.0,362.52,1,362.52
HHH,FWA,1.0,487.0,1,487.0
HHH,GRR,1.0,5.0,1,5.0
HHH,GSP,2.0,450.0,1,225.0
HHH,HPN,8.0,1943.5,8,242.9375
HHH,HSV,2.0,913.0,2,456.5
HHH,IAD,1.0,656.0,1,656.0
HHH,IAH,1.0,5.0,1,5.0
HHH,IND,10.0,2733.5,10,273.35
HHH,JFK,3.0,669.0,3,223.0
HHH,LAS,14.0,5008.5,12,357.75
HHH,LAX,11.0,3793.7200000000003,11,344.8836363636364
HHH,LEX,3.0,859.0,3,286.3333333333333
HHH,LGA,11.0,1848.0,11,168.0
HHH,LIT,1.0,409.0,1,409.0
HHH,MAF,1.0,286.0,1,286.0
HHH,MCI,3.0,1783.0,3,594.3333333333334
HHH,MDT,5.0,2027.0,5,405.4
HHH,MEM,2.0,695.0,2,347.5
HHH,MHT,3.0,961.0,3,320.3333333333333
HHH,MIA,6.0,1234.56,6,205.76
HHH,MKE,6.0,1949.0,6,324.8333333333333
HHH,MOB,1.0,5.0,1,5.0
HHH,MSN,4.0,777.0,4,194.25
HHH,MSP,3.0,860.25,3,286.75
HHH,MSY,1.0,276.0,1,276.0
HHH,OGG,1.0,208.52,1,208.52
HHH,OKC,3.0,481.27,3,160.42333333333332
HHH,OMA,1.0,167.0,1,167.0
HHH,ORD,9.0,3022.0,7,335.77777777777777
HHH,ORF,1.0,367.78,1,367.78
HHH,PBI,4.0,1249.0,4,312.25
HHH,PDX,1.0,330.0,1,330.0
HHH,PHL,14.0,4283.63,13,305.97357142857146
HHH,PHX,8.0,1845.0,8,230.625
HHH,PIT,18.0,3902.15,16,216.78611111111113
HHH,PVD,5.0,492.0,5,98.4
HHH,PWM,3.0,1020.5,3,340.1666666666667
HHH,RDU,4.0,1280.5,4,320.125
HHH,RIC,2.0,590.0,2,295.0
HHH,ROA,4.0,1370.0,3,342.5
HHH,ROC,3.0,518.5,3,172.83333333333334
HHH,RSW,7.0,1838.74,6,262.6771428571429
HHH,SAN,8.0,2957.0,8,369.625
HHH,SAT,1.0,277.0,1,277.0
HHH,SBA,1.0,438.0,1,438.0
HHH,SBN,2.0,393.5,2,196.75
HHH,SDF,6.0,1612.5,6,268.75
HHH,SEA,7.0,2750.0,7,392.85714285714283
HHH,SFO,4.0,707.5,4,176.875
HHH,SLC,2.0,500.0,2,250.0
HHH,SMF,1.0,408.5,1,408.5
HHH,SNA,1.0,5.54,1,5.54
HHH,SRQ,2.0,371.5,2,185.75
HHH,STL,3.0,810.0,3,270.0
HHH,SYR,11.0,4783.0,11,434.8181818181818
HHH,TUS,1.0,766.0,1,766.0
HHH,TYS,4.0,1064.0,4,266.0
HHH,UIN,1.0,344.0,1,344.0
HHH,XNA,3.0,555.0,3,185.0
HLN,LSE,1.0,557.83,1,557.83
HNL,ABI,3.0,1482.86,3,494.28666666666663
HNL,AGS,4.0,2636.35,4,659.0875
HNL,AMA,1.0,596.5,1,596.5
HNL,ATW,1.0,553.5,1,553.5
HNL,AUS,1.0,451.34,1,451.34
HNL,AVL,1.0,614.51,1,614.51
HNL,AVP,1.0,5.5,1,5.5
HNL,AZO,1.0,5.61,1,5.61
HNL,BHM,1.0,438.5,1,438.5
HNL,BIL,1.0,289.89,1,289.89
HNL,BMI,1.0,5.54,1,5.54
HNL,BNA,1.0,1446.28,1,1446.28
HNL,BRO,1.0,337.0,1,337.0
HNL,BTR,9.0,6662.0599999999995,9,740.2288888888888
HNL,CHA,3.0,2420.63,3,806.8766666666667
HNL,CID,2.0,1008.27,2,504.135
HNL,CLE,1.0,453.93,1,453.93
HNL,CMH,5.0,1945.33,5,389.066
HNL,CMI,2.0,605.45,2,302.725
HNL,CRP,1.0,594.5,1,594.5
HNL,CWA,1.0,5.7,1,5.7
HNL,DAY,4.0,4913.0,4,1228.25
HNL,DCA,1.0,824.28,1,824.28
HNL,DFW,1.0,300.84,1,300.84
HNL,DRO,1.0,264.37,1,264.37
HNL,DSM,1.0,5.38,1,5.38
HNL,DTW,1.0,451.58,1,451.58
HNL,ECP,3.0,1781.71,3,593.9033333333333
HNL,EVV,5.0,4968.9400000000005,5,993.7880000000001
HNL,EYW,1.0,791.24,1,791.24
HNL,FAR,13.0,7182.08,11,552.4676923076923
HNL,FSD,1.0,443.5,1,443.5
HNL,FSM,9.0,6294.26,8,699.3622222222223
HNL,GJT,6.0,2649.49,6,441.58166666666665
HNL,GPT,5.0,2474.5,5,494.9
HNL,GRB,2.0,717.56,2,358.78
HNL,GRK,3.0,2043.38,3,681.1266666666667
HNL,GRR,4.0,1435.62,4,358.905
HNL,HOU,3.0,383.32,3,127.77333333333333
HNL,HPN,1.0,434.11,1,434.11
HNL,HRL,5.0,2510.38,5,502.076
HNL,HSV,5.0,4114.52,5,822.9040000000001
HNL,ICT,4.0,4417.78,4,1104.445
HNL,IND,4.0,1535.17,4,383.7925
HNL,JAN,9.0,3147.18,9,349.68666666666667
HNL,JAX,1.0,490.7,1,490.7
HNL,LBB,7.0,9691.07,7,1384.4385714285713
HNL,LCH,2.0,1397.5,2,698.75
HNL,LEX,3.0,1591.0,3,530.3333333333334
HNL,LFT,9.0,4935.389999999999,8,548.3766666666666
HNL,LIT,25.0,14701.7,25,588.068
HNL,LSE,1.0,483.68,1,483.68
HNL,MAF,15.0,11797.32,15,786.4879999999999
HNL,MGM,4.0,2418.98,4,604.745
HNL,MHK,7.0,4098.47,6,585.4957142857144
HNL,MLI,3.0,1984.82,3,661.6066666666667
HNL,MQT,4.0,2447.39,4,611.8475
HNL,MSN,1.0,366.89,1,366.89
HNL,MSP,3.0,881.93,3,293.97666666666663
HNL,ORF,1.0,499.45,1,499.45
HNL,PIA,7.0,3988.7000000000003,7,569.8142857142858
HNL,PNS,1.0,1544.49,1,1544.49
HNL,PSP,1.0,303.66,1,303.66
HNL,RAP,2.0,920.5,2,460.25
HNL,RIC,1.0,556.08,1,556.08
HNL,ROC,2.0,1424.34,2,712.17
HNL,RST,2.0,692.6700000000001,2,346.33500000000004
HNL,SAF,1.0,591.84,1,591.84
HNL,SBP,2.0,352.5,2,176.25
HNL,SDF,4.0,1950.0,4,487.5
HNL,SGF,15.0,8041.11,13,536.074
HNL,SHV,3.0,2093.47,3,697.8233333333333
HNL,SJT,2.0,2008.5,2,1004.25
HNL,SPI,1.0,774.81,1,774.81
HNL,STL,2.0,861.46,2,430.73
HNL,SYR,1.0,639.88,1,639.88
HNL,TLH,1.0,704.28,1,704.28
HNL,TVC,3.0,2532.0,3,844.0
HNL,TYS,1.0,724.59,1,724.59
HNL,VPS,1.0,1047.0,1,1047.0
HNL,XNA,13.0,8605.48,13,661.9599999999999
HOT,HRL,1.0,246.5,1,246.5
HOU,ABI,9.0,1946.7,9,216.3
HOU,ABQ,2.0,10.5,2,5.25
HOU,ACT,1.0,414.0,1,414.0
HOU,AGS,2.0,727.35,2,363.675
HOU,AMA,5.0,1355.0,5,271.0
HOU,ANC,1.0,1173.82,1,1173.82
HOU,ART,2.0,196.0,2,98.0
HOU,ATL,2.0,546.5,2,273.25
HOU,AVL,6.0,1291.0,6,215.16666666666666
HOU,BDL,1.0,393.0,1,393.0
HOU,BFL,4.0,1681.54,4,420.385
HOU,BHM,3.0,497.0,3,165.66666666666666
HOU,BIL,3.0,940.74,3,313.58
HOU,BMI,5.0,1868.5,5,373.7
HOU,BNA,1.0,5.0,1,5.0
HOU,BOS,7.0,2873.89,6,410.55571428571426
HOU,BUF,1.0,11.0,1,11.0
HOU,BZN,1.0,5.5,1,5.5
HOU,CAE,5.0,1199.46,5,239.892
HOU,CHA,6.0,1740.81,5,290.135
HOU,CHS,1.0,335.0,1,335.0
HOU,CID,1.0,244.01,1,244.01
HOU,CLE,6.0,2044.0,5,340.6666666666667
HOU,CLT,7.0,1937.56,5,276.7942857142857
HOU,CMH,5.0,1624.0,4,324.8
HOU,CMI,9.0,3145.87,9,349.5411111111111
HOU,COS,5.0,1117.63,5,223.526
HOU,COU,6.0,1844.95,6,307.4916666666667
HOU,CSG,6.0,2048.02,5,341.33666666666664
HOU,CVG,8.0,2270.0,8,283.75
HOU,DAB,1.0,284.0,1,284.0
HOU,DAY,4.0,2029.0,4,507.25
HOU,DCA,5.0,1775.66,5,355.132
HOU,DEN,4.0,953.0,3,238.25
HOU,DFW,344.0,58299.46,237,169.47517441860464
HOU,DRO,9.0,3176.5,9,352.94444444444446
HOU,DTW,7.0,1780.5,7,254.35714285714286
HOU,ECP,1.0,237.0,1,237.0
HOU,EGE,4.0,1246.88,4,311.72
HOU,ELP,9.0,2446.0,8,271.77777777777777
HOU,EVV,10.0,2922.9700000000003,9,292.297
HOU,EWR,7.0,2320.07,7,331.43857142857144
HOU,EYW,5.0,1794.5,5,358.9
HOU,FAR,1.0,793.5,1,793.5
HOU,FAT,10.0,2604.9,8,260.49
HOU,FAY,3.0,1085.8200000000002,3,361.94000000000005
HOU,FLL,1.0,162.0,1,162.0
HOU,FSD,2.0,1612.0,1,806.0
HOU,FSM,5.0,1608.42,5,321.684
HOU,GCK,2.0,518.0,2,259.0
HOU,GJT,2.0,372.0,2,186.0
HOU,GNV,5.0,1994.0,4,398.8
HOU,GPT,1.0,149.0,1,149.0
HOU,GRI,1.0,450.5,1,450.5
HOU,GRR,1.0,443.0,1,443.0
HOU,GSO,5.0,1750.1399999999999,5,350.02799999999996
HOU,GSP,5.0,1527.0,5,305.4
HOU,GUC,1.0,221.0,1,221.0
HOU,HDN,2.0,323.5,2,161.75
HOU,HNL,5.0,1879.68,5,375.93600000000004
HOU,HSV,7.0,1137.7,6,162.52857142857144
HOU,IAD,2.0,622.0,2,311.0
HOU,ICT,12.0,3687.66,12,307.305
HOU,ILM,7.0,2684.1,7,383.4428571428571
HOU,IND,13.0,3708.38,11,285.26
HOU,ITO,1.0,460.03,1,460.03
HOU,JAN,1.0,209.0,1,209.0
HOU,JAX,3.0,987.0,3,329.0
HOU,JFK,4.0,1448.0,4,362.0
HOU,LAS,14.0,4187.0,12,299.07142857142856
HOU,LAW,1.0,188.0,1,188.0
HOU,LAX,12.0,2874.5,12,239.54166666666666
HOU,LBB,9.0,2641.61,9,293.51222222222225
HOU,LEX,11.0,3436.5,11,312.40909090909093
HOU,LGA,10.0,1743.5,10,174.35
HOU,LGB,1.0,555.0,1,555.0
HOU,LIT,3.0,1021.0,3,340.3333333333333
HOU,LRD,4.0,1239.0,4,309.75
HOU,LYH,1.0,388.0,1,388.0
HOU,MAF,5.0,1352.0,5,270.4
HOU,MCI,4.0,735.5,4,183.875
HOU,MCO,2.0,1403.0,2,701.5
HOU,MEM,7.0,1761.5,7,251.64285714285714
HOU,MGM,6.0,1489.67,6,248.27833333333334
HOU,MHK,9.0,1902.67,9,211.4077777777778
HOU,MIA,1.0,284.58,1,284.58
HOU,MKE,2.0,752.0,2,376.0
HOU,MLI,12.0,4873.41,11,406.1175
HOU,MLU,3.0,1263.0,2,421.0
HOU,MOB,2.0,716.5,2,358.25
HOU,MSN,6.0,2541.51,6,423.58500000000004
HOU,MSO,1.0,413.5,1,413.5
HOU,MSP,8.0,2446.0,8,305.75
HOU,MTJ,7.0,2554.32,7,364.90285714285716
HOU,MYR,1.0,526.35,1,526.35
HOU,OGG,7.0,3149.3,7,449.90000000000003
HOU,OKC,2.0,373.5,2,186.75
HOU,OMA,1.0,268.0,1,268.0
HOU,ONT,13.0,4285.04,12,329.61846153846153
HOU,ORD,5.0,1726.33,5,345.26599999999996
HOU,ORF,2.0,818.6800000000001,2,409.34000000000003
HOU,PDX,6.0,2864.0,5,477.3333333333333
HOU,PHL,8.0,1921.79,7,240.22375
HOU,PHX,11.0,3170.86,11,288.26
HOU,PIA,4.0,1495.03,4,373.7575
HOU,PIT,4.0,1526.0,4,381.5
HOU,PNS,2.0,483.0,2,241.5
HOU,PSP,1.0,5.0,1,5.0
HOU,RAP,4.0,1632.45,4,408.1125
HOU,RDU,6.0,2023.09,6,337.1816666666667
HOU,RIC,1.0,307.0,1,307.0
HOU,RNO,5.0,1280.54,5,256.108
HOU,ROA,1.0,294.06,1,294.06
HOU,ROW,6.0,2062.5,6,343.75
HOU,SAF,5.0,1880.5,5,376.1
HOU,SAN,9.0,2672.0,8,296.8888888888889
HOU,SAV,1.0,686.0,1,686.0
HOU,SBN,3.0,2531.0,3,843.6666666666666
HOU,SDF,7.0,1806.0,7,258.0
HOU,SEA,4.0,894.6800000000001,4,223.67000000000002
HOU,SFO,9.0,3330.91,8,370.1011111111111
HOU,SGF,21.0,6160.21,21,293.34333333333336
HOU,SHV,3.0,1628.0,3,542.6666666666666
HOU,SJC,1.0,188.0,1,188.0
HOU,SJT,4.0,1420.0,4,355.0
HOU,SJU,1.0,405.0,1,405.0
HOU,SLC,5.0,1046.0,5,209.2
HOU,SMF,7.0,1751.1100000000001,6,250.15857142857143
HOU,SNA,7.0,2584.0,7,369.14285714285717
HOU,SPI,4.0,1343.0,4,335.75
HOU,SRQ,1.0,729.0,1,729.0
HOU,STL,4.0,1297.0,3,324.25
HOU,STS,2.0,619.5,2,309.75
HOU,SWO,4.0,853.5,4,213.375
HOU,TLH,4.0,1455.0,4,363.75
HOU,TPA,5.0,1159.55,5,231.91
HOU,TRI,2.0,746.5,2,373.25
HOU,TUL,3.0,691.26,3,230.42
HOU,TUS,6.0,1720.0,6,286.6666666666667
HOU,TVC,1.0,349.0,1,349.0
HOU,TXK,1.0,158.0,1,158.0
HOU,TYR,1.0,249.0,1,249.0
HOU,TYS,4.0,973.5,4,243.375
HOU,VPS,3.0,1041.06,3,347.02
HOU,XNA,11.0,3508.6,10,318.96363636363634
HOU,YUM,1.0,549.0,1,549.0
HPN,ASE,9.0,2219.52,8,246.61333333333334
HPN,ATW,4.0,1004.5,4,251.125
HPN,ATY,1.0,295.5,1,295.5
HPN,AUS,5.0,1235.56,5,247.112
HPN,AZO,2.0,391.0,2,195.5
HPN,BHM,1.0,3.68,1,3.68
HPN,BMI,1.0,659.0,1,659.0
HPN,BNA,1.0,87.5,1,87.5
HPN,BRL,1.0,177.5,1,177.5
HPN,CID,17.0,5413.34,17,318.43176470588236
HPN,CLE,2.0,794.0,2,397.0
HPN,CMH,1.0,83.0,1,83.0
HPN,CMI,4.0,1107.5,4,276.875
HPN,COU,2.0,560.0,2,280.0
HPN,CRP,1.0,352.0,1,352.0
HPN,CVG,1.0,227.5,1,227.5
HPN,CWA,4.0,1518.0,4,379.5
HPN,DAY,1.0,142.0,1,142.0
HPN,DEN,10.0,3241.43,10,324.143
HPN,DFW,8.0,1618.23,8,202.27875
HPN,DSM,4.0,1026.18,4,256.545
HPN,EGE,4.0,1029.0,4,257.25
HPN,ELP,2.0,801.5,2,400.75
HPN,EYW,5.0,1724.1399999999999,5,344.828
HPN,FAR,2.0,1012.0,2,506.0
HPN,FLL,1.0,182.63,1,182.63
HPN,FSD,2.0,567.5,2,283.75
HPN,FWA,2.0,214.0,2,107.0
HPN,GRB,6.0,2652.0,6,442.0
HPN,GRR,4.0,878.8399999999999,4,219.70999999999998
HPN,HHH,1.0,5.5,1,5.5
HPN,HNL,1.0,413.89,1,413.89
HPN,IAH,3.0,916.88,3,305.62666666666667
HPN,ICT,3.0,888.0,3,296.0
HPN,IND,4.0,895.41,4,223.8525
HPN,JAX,1.0,165.73,1,165.73
HPN,LAN,1.0,4.81,1,4.81
HPN,LAS,20.0,6993.26,20,349.663
HPN,LAX,25.0,5851.38,24,234.0552
HPN,LEX,3.0,634.3,3,211.4333333333333
HPN,LIT,4.0,913.58,4,228.395
HPN,LSE,2.0,533.0,2,266.5
HPN,MCI,7.0,1270.67,7,181.52428571428572
HPN,MCO,1.0,441.5,1,441.5
HPN,MHK,1.0,207.58,1,207.58
