ORIGIN,DEST,TOTAL_DB1B_PASSENGERS,TOTAL_FARE_WEIGHT,DB1B_RECORDS,AVG_FARE
BHM,CLT,93.0,25386.58,80,272.9739784946237
BHM,CMH,11.0,3371.85,11,306.53181818181815
BHM,CMI,1.0,589.0,1,589.0
BHM,COS,1.0,317.5,1,317.5
BHM,CRP,3.0,832.0,3,277.3333333333333
BHM,CRW,2.0,642.5,2,321.25
BHM,CVG,8.0,1723.63,7,215.45375
BHM,CWA,2.0,609.5,2,304.75
BHM,DAB,2.0,729.5,2,364.75
BHM,DAY,2.0,467.29999999999995,2,233.64999999999998
BHM,DCA,48.0,11259.25,42,234.56770833333334
BHM,DEN,2.0,473.44,2,236.72
BHM,DFW,157.0,40772.06,135,259.69464968152863
BHM,DRO,5.0,2326.0,5,465.2
BHM,DRT,1.0,174.0,1,174.0
BHM,DSM,12.0,3218.56,10,268.2133333333333
BHM,DTW,1.0,87.29,1,87.29
BHM,ELP,3.0,1354.0,3,451.3333333333333
BHM,EWR,17.0,4946.21,13,290.9535294117647
BHM,EYW,8.0,2508.58,8,313.5725
BHM,FAI,1.0,518.0,1,518.0
BHM,FAR,4.0,1534.58,4,383.645
BHM,FAT,3.0,899.5,3,299.8333333333333
BHM,FLL,2.0,218.98999999999998,2,109.49499999999999
BHM,FLO,2.0,643.0,2,321.5
BHM,FNT,1.0,176.42,1,176.42
BHM,FSM,1.0,431.0,1,431.0
BHM,FWA,1.0,488.0,1,488.0
BHM,GCK,1.0,873.0,1,873.0
BHM,GEG,2.0,532.0,2,266.0
BHM,GJT,7.0,3394.0,7,484.85714285714283
BHM,GNV,3.0,787.0,3,262.3333333333333
BHM,GRB,2.0,921.5,2,460.75
BHM,GRK,4.0,1095.0,4,273.75
BHM,GRR,8.0,2092.24,8,261.53
BHM,GSO,4.0,1033.5,3,258.375
BHM,GSP,5.0,1527.5,5,305.5
BHM,HNL,1.0,438.5,1,438.5
BHM,HOU,2.0,516.0,2,258.0
BHM,HPN,2.0,12.32,2,6.16
BHM,HRL,2.0,398.0,2,199.0
BHM,IAH,4.0,1309.45,4,327.3625
BHM,ICT,2.0,445.0,2,222.5
BHM,ILM,5.0,2170.0,5,434.0
BHM,IND,8.0,2212.64,7,276.58
BHM,JAX,3.0,815.51,3,271.83666666666664
BHM,JFK,3.0,846.63,3,282.21
BHM,JNU,1.0,5.0,1,5.0
BHM,KTN,1.0,5.54,1,5.54
BHM,LAN,3.0,504.88,3,168.29333333333332
BHM,LAS,40.0,17786.62,39,444.66549999999995
BHM,LAW,1.0,186.5,1,186.5
BHM,LAX,21.0,7797.19,20,371.2947619047619
BHM,LBB,1.0,355.0,1,355.0
BHM,LEX,2.0,570.47,2,285.235
BHM,LGA,3.0,1023.36,3,341.12
BHM,LIT,1.0,261.1,1,261.1
BHM,LSE,3.0,1174.5,3,391.5
BHM,LYH,1.0,472.0,1,472.0
BHM,MAF,2.0,634.5,2,317.25
BHM,MCI,9.0,2622.52,8,291.3911111111111
BHM,MCO,33.0,7077.74,32,214.4769696969697
BHM,MDT,1.0,310.0,1,310.0
BHM,MFE,1.0,295.5,1,295.5
BHM,MHK,1.0,252.5,1,252.5
BHM,MIA,290.0,100288.6,193,345.8227586206897
BHM,MKE,5.0,1311.77,5,262.354
BHM,MQT,1.0,322.5,1,322.5
BHM,MRY,4.0,1593.0,4,398.25
BHM,MSN,5.0,1368.1100000000001,5,273.622
BHM,MSP,21.0,5211.94,20,248.18761904761902
BHM,MYR,2.0,712.0,2,356.0
BHM,OKC,6.0,1528.0,6,254.66666666666666
BHM,OMA,9.0,3255.23,9,361.6922222222222
BHM,ONT,2.0,1236.59,2,618.295
BHM,ORD,215.0,40577.72,144,188.73358139534884
BHM,ORF,4.0,1456.5,4,364.125
BHM,PDX,4.0,1955.0,4,488.75
BHM,PHF,1.0,245.5,1,245.5
BHM,PHL,5.0,1527.5700000000002,5,305.514
BHM,PHX,26.0,9384.61,26,360.94653846153847
BHM,PIA,3.0,1036.55,3,345.51666666666665
BHM,PIT,1.0,188.9,1,188.9
BHM,PSP,3.0,866.5,3,288.8333333333333
BHM,RAP,3.0,685.0,3,228.33333333333334
BHM,RDM,1.0,623.0,1,623.0
BHM,RDU,17.0,4680.5,17,275.3235294117647
BHM,RIC,9.0,2566.5,7,285.1666666666667
BHM,RNO,1.0,364.0,1,364.0
BHM,ROA,2.0,455.5,2,227.75
BHM,RST,4.0,1340.8200000000002,4,335.20500000000004
BHM,SAN,21.0,6385.26,20,304.06
BHM,SAT,6.0,1476.01,5,246.00166666666667
BHM,SBA,2.0,956.0,2,478.0
BHM,SBP,2.0,570.0,2,285.0
BHM,SEA,6.0,1697.61,6,282.935
BHM,SFO,7.0,1608.69,7,229.81285714285715
BHM,SGF,8.0,3133.79,8,391.72375
BHM,SHD,3.0,1081.5,3,360.5
BHM,SHV,1.0,294.0,1,294.0
BHM,SJC,2.0,1004.0,2,502.0
BHM,SJU,15.0,6285.34,15,419.0226666666667
BHM,SLC,8.0,4867.45,8,608.43125
BHM,SMF,2.0,458.0,2,229.0
BHM,SNA,6.0,2100.5,6,350.0833333333333
BHM,STL,4.0,577.86,4,144.465
BHM,STT,12.0,5153.3,11,429.44166666666666
BHM,STX,5.0,2447.5,5,489.5
BHM,SYR,3.0,643.58,3,214.52666666666667
BHM,TPA,16.0,4212.2,15,263.2625
BHM,TRI,1.0,177.5,1,177.5
BHM,TUL,6.0,1942.42,6,323.7366666666667
BHM,TUS,9.0,2946.0,9,327.3333333333333
BHM,TVC,1.0,253.5,1,253.5
BHM,TXK,1.0,269.0,1,269.0
BHM,TYS,1.0,223.0,1,223.0
BHM,XNA,7.0,2293.44,7,327.63428571428574
BIL,ABI,2.0,964.5,2,482.25
BIL,ABQ,2.0,770.0,1,385.0
BIL,AGS,5.0,1702.87,5,340.57399999999996
BIL,AMA,2.0,680.0,2,340.0
BIL,ATL,10.0,3079.67,9,307.967
BIL,AUS,9.0,2494.0,9,277.1111111111111
BIL,AVL,1.0,333.0,1,333.0
BIL,BDL,1.0,433.0,1,433.0
BIL,BHM,1.0,391.0,1,391.0
BIL,BMI,1.0,592.0,1,592.0
BIL,BNA,11.0,3448.77,11,313.52454545454543
BIL,BOS,1.0,724.0,1,724.0
BIL,BRO,1.0,431.0,1,431.0
BIL,BTR,5.0,2558.0,5,511.6
BIL,BUF,6.0,2526.0,6,421.0
BIL,BWI,1.0,218.0,1,218.0
BIL,CAE,2.0,669.0,2,334.5
BIL,CHA,2.0,507.5,2,253.75
BIL,CHS,2.0,629.5,2,314.75
BIL,CLL,2.0,1062.0,2,531.0
BIL,CLT,7.0,2732.2,7,390.3142857142857
BIL,COU,1.0,425.5,1,425.5
BIL,CRP,2.0,801.0,2,400.5
BIL,CSG,2.0,746.5,2,373.25
BIL,CVG,1.0,358.0,1,358.0
BIL,DAB,2.0,1160.5,2,580.25
BIL,DAY,1.0,238.5,1,238.5
BIL,DCA,4.0,1956.5,4,489.125
BIL,DFW,143.0,45899.5,115,320.9755244755245
BIL,ECP,3.0,940.0,3,313.3333333333333
BIL,ELP,3.0,732.8900000000001,3,244.2966666666667
BIL,EVV,4.0,1275.0,4,318.75
BIL,EWR,1.0,503.0,1,503.0
BIL,EYW,3.0,1567.0,3,522.3333333333334
BIL,FLL,4.0,1318.0,4,329.5
BIL,FWA,2.0,825.0,2,412.5
BIL,GCK,1.0,370.0,1,370.0
BIL,GNV,2.0,830.74,2,415.37
BIL,GPT,5.0,1805.0,5,361.0
BIL,GRI,1.0,385.0,1,385.0
BIL,GRK,1.0,5.5,1,5.5
BIL,GRR,1.0,5.0,1,5.0
BIL,GSO,3.0,991.5,3,330.5
BIL,GSP,1.0,248.5,1,248.5
BIL,HNL,1.0,372.11,1,372.11
BIL,HOU,2.0,676.26,2,338.13
BIL,HRL,3.0,1333.0,3,444.3333333333333
BIL,IAD,1.0,309.0,1,309.0
BIL,IAH,13.0,5007.5,13,385.1923076923077
BIL,IND,1.0,152.5,1,152.5
BIL,JAN,2.0,688.5,2,344.25
BIL,JAX,5.0,1871.5,5,374.3
BIL,LAW,1.0,475.5,1,475.5
BIL,LCH,1.0,283.0,1,283.0
BIL,LFT,3.0,1544.5,3,514.8333333333334
BIL,LGA,6.0,1063.0,5,177.16666666666666
BIL,LIH,1.0,703.0,1,703.0
BIL,LIT,1.0,339.0,1,339.0
BIL,MAF,4.0,1844.2,4,461.05
BIL,MCO,21.0,6418.54,17,305.6447619047619
BIL,MFE,5.0,1636.0,5,327.2
BIL,MGM,2.0,712.0,2,356.0
BIL,MHK,1.0,452.0,1,452.0
BIL,MIA,7.0,3366.7200000000003,7,480.96000000000004
BIL,MLU,2.0,627.0,2,313.5
BIL,MOB,1.0,423.0,1,423.0
BIL,MSN,1.0,546.0,1,546.0
BIL,MSY,4.0,1732.0,4,433.0
BIL,MYR,1.0,348.5,1,348.5
BIL,OGG,2.0,632.0,2,316.0
BIL,OKC,7.0,2623.0,7,374.7142857142857
BIL,ORD,1.0,411.0,1,411.0
BIL,ORF,1.0,404.86,1,404.86
BIL,PBI,3.0,1279.0,3,426.3333333333333
BIL,PHL,3.0,1076.0,3,358.6666666666667
BIL,PHX,2.0,1095.0,2,547.5
BIL,PIT,3.0,917.0,3,305.6666666666667
BIL,PNS,2.0,759.5,2,379.75
BIL,RDU,2.0,497.0,1,248.5
BIL,RIC,4.0,1226.69,4,306.6725
BIL,RSW,3.0,1410.5,3,470.1666666666667
BIL,SAT,7.0,2493.56,7,356.22285714285715
BIL,SAV,1.0,351.0,1,351.0
BIL,SBN,3.0,1061.5,3,353.8333333333333
BIL,SCE,1.0,462.0,1,462.0
BIL,SDF,1.0,490.5,1,490.5
BIL,SGF,2.0,717.5,2,358.75
BIL,SJT,1.0,268.0,1,268.0
BIL,SJU,6.0,2499.49,6,416.58166666666665
BIL,SRQ,1.0,309.0,1,309.0
BIL,STL,3.0,1355.0,3,451.6666666666667
BIL,SYR,1.0,538.0,1,538.0
BIL,TLH,3.0,1024.0,3,341.3333333333333
BIL,TPA,7.0,2260.39,7,322.91285714285715
BIL,TRI,3.0,922.5,3,307.5
BIL,TUL,5.0,2555.0,5,511.0
BIL,TUS,2.0,791.5,2,395.75
BIL,TXK,1.0,368.0,1,368.0
BIL,VPS,1.0,323.0,1,323.0
BIL,XNA,1.0,477.0,1,477.0
BIL,YUM,1.0,363.5,1,363.5
BIS,ABI,3.0,1902.5,3,634.1666666666666
BIS,ATL,2.0,1097.0,2,548.5
BIS,AUS,1.0,568.38,1,568.38
BIS,AVL,1.0,487.26,1,487.26
BIS,BFL,1.0,619.0,1,619.0
BIS,BNA,2.0,798.0,2,399.0
BIS,BOS,1.0,5.0,1,5.0
BIS,BRO,2.0,548.0,2,274.0
BIS,BUF,1.0,279.0,1,279.0
BIS,CAE,1.0,238.5,1,238.5
BIS,CHS,1.0,441.0,1,441.0
BIS,CLT,2.0,827.5899999999999,2,413.79499999999996
BIS,CMI,1.0,518.5,1,518.5
BIS,CRP,1.0,308.5,1,308.5
BIS,DAY,2.0,932.0,2,466.0
BIS,DFW,50.0,18479.32,40,369.58639999999997
BIS,ELP,4.0,630.0,4,157.5
BIS,EYW,1.0,248.5,1,248.5
BIS,FLL,5.0,1779.5,5,355.9
BIS,FSM,1.0,581.0,1,581.0
BIS,GGG,1.0,298.5,1,298.5
BIS,GPT,2.0,436.0,2,218.0
BIS,GRK,1.0,248.5,1,248.5
BIS,GSP,1.0,5.0,1,5.0
BIS,HOU,1.0,328.0,1,328.0
BIS,HRL,1.0,324.0,1,324.0
BIS,IAH,5.0,2024.0,5,404.8
BIS,JAN,2.0,872.0,2,436.0
BIS,JAX,2.0,1238.0,1,619.0
BIS,LAS,2.0,424.0,2,212.0
BIS,LAX,1.0,247.16,1,247.16
BIS,LFT,3.0,2106.5,3,702.1666666666666
BIS,LIT,2.0,1129.5,2,564.75
BIS,MAF,2.0,958.0,2,479.0
BIS,MCI,1.0,275.0,1,275.0
BIS,MCO,5.0,988.5,5,197.7
BIS,MDT,1.0,364.0,1,364.0
BIS,MFE,5.0,2135.0,4,427.0
BIS,MIA,9.0,2905.5,9,322.8333333333333
BIS,MLU,1.0,554.0,1,554.0
BIS,MSY,3.0,641.5,3,213.83333333333334
BIS,OKC,1.0,335.86,1,335.86
BIS,PBI,1.0,5.0,1,5.0
BIS,PHX,5.0,1918.92,5,383.784
BIS,PIA,1.0,319.0,1,319.0
BIS,PNS,1.0,319.0,1,319.0
BIS,RDU,2.0,1166.0,2,583.0
BIS,RIC,1.0,5.5,1,5.5
BIS,RSW,3.0,1069.5,3,356.5
BIS,SAN,2.0,246.5,2,123.25
BIS,SAT,4.0,1203.0,4,300.75
BIS,SDF,1.0,198.5,1,198.5
BIS,SFO,1.0,778.0,1,778.0
BIS,SGF,5.0,1164.31,5,232.862
BIS,SJU,1.0,273.0,1,273.0
BIS,SMF,1.0,379.0,1,379.0
BIS,TLH,1.0,424.0,1,424.0
BIS,TPA,2.0,254.0,2,127.0
BIS,TXK,1.0,273.5,1,273.5
BIS,TYS,1.0,339.0,1,339.0
BIS,VPS,3.0,540.5,3,180.16666666666666
BIS,XNA,2.0,777.0,2,388.5
BKW,DFW,1.0,415.53,1,415.53
BKW,TLH,1.0,323.0,1,323.0
BKW,XNA,1.0,329.0,1,329.0
BLI,BFL,1.0,479.0,1,479.0
BLI,BMI,1.0,614.0,1,614.0
BLI,CVG,1.0,1151.41,1,1151.41
BMI,ABE,2.0,755.5,2,377.75
BMI,ABI,1.0,450.5,1,450.5
BMI,ABQ,2.0,1003.1,2,501.55
BMI,ALB,1.0,228.5,1,228.5
BMI,ATL,1.0,477.0,1,477.0
BMI,ATW,1.0,294.0,1,294.0
BMI,AUS,3.0,766.0,3,255.33333333333334
BMI,BDL,1.0,228.5,1,228.5
BMI,BIL,1.0,592.0,1,592.0
BMI,BLI,1.0,614.0,1,614.0
BMI,BOI,1.0,246.0,1,246.0
BMI,BOS,1.0,319.0,1,319.0
BMI,BRO,1.0,465.0,1,465.0
BMI,BUR,3.0,1057.2,3,352.40000000000003
BMI,BWI,2.0,503.0,2,251.5
BMI,CLE,2.0,683.5,2,341.75
BMI,CLT,5.0,1243.82,5,248.76399999999998
BMI,CMH,1.0,428.5,1,428.5
BMI,CRP,1.0,5.5,1,5.5
BMI,DAY,1.0,369.0,1,369.0
BMI,DCA,12.0,2216.0,10,184.66666666666666
BMI,DEN,9.0,2917.41,9,324.15666666666664
BMI,DFW,95.0,23590.93,76,248.32557894736843
BMI,DTW,3.0,861.0,3,287.0
BMI,EGE,1.0,5.0,1,5.0
BMI,ELP,1.0,420.0,1,420.0
BMI,EWR,3.0,1676.0,3,558.6666666666666
BMI,EYW,1.0,246.37,1,246.37
BMI,FAR,1.0,608.5,1,608.5
BMI,FAT,1.0,431.5,1,431.5
BMI,FLL,3.0,1189.03,3,396.3433333333333
BMI,GRB,1.0,179.0,1,179.0
BMI,GSP,1.0,229.0,1,229.0
BMI,HNL,1.0,5.46,1,5.46
BMI,HOU,5.0,1792.87,5,358.57399999999996
BMI,HPN,1.0,659.0,1,659.0
BMI,HRL,2.0,482.37,2,241.185
BMI,HSV,1.0,5.0,1,5.0
BMI,IAH,6.0,1927.0,6,321.1666666666667
BMI,ICT,2.0,574.48,2,287.24
BMI,IDA,1.0,404.0,1,404.0
BMI,IND,1.0,165.0,1,165.0
BMI,JAX,2.0,773.5,2,386.75
BMI,LAN,1.0,179.0,1,179.0
BMI,LAS,17.0,6761.17,17,397.7158823529412
BMI,LAX,11.0,3357.21,10,305.2009090909091
BMI,LCH,1.0,244.0,1,244.0
BMI,LGA,2.0,683.63,2,341.815
BMI,LIT,3.0,1410.5,3,470.1666666666667
BMI,MCI,5.0,1239.0,5,247.8
BMI,MCO,10.0,2817.4,10,281.74
BMI,MEM,2.0,379.0,2,189.5
BMI,MFE,2.0,16.0,2,8.0
BMI,MIA,7.0,2161.84,6,308.8342857142857
BMI,MRY,1.0,277.77,1,277.77
BMI,MSP,2.0,597.0,2,298.5
BMI,MSY,1.0,265.48,1,265.48
BMI,OKC,3.0,1264.35,3,421.45
BMI,ONT,2.0,670.5,2,335.25
BMI,ORD,3.0,796.0,3,265.3333333333333
BMI,PBI,3.0,532.17,3,177.39
BMI,PDX,1.0,5.5,1,5.5
BMI,PHL,3.0,1215.5,3,405.1666666666667
BMI,PHX,14.0,3773.65,13,269.5464285714286
BMI,PIT,3.0,1033.5,3,344.5
BMI,PNS,1.0,296.0,1,296.0
BMI,PSP,5.0,2361.0,5,472.2
BMI,RAP,1.0,352.0,1,352.0
BMI,RDU,3.0,1081.0,3,360.3333333333333
BMI,RIC,1.0,489.0,1,489.0
BMI,RNO,1.0,5.5,1,5.5
BMI,ROC,1.0,442.0,1,442.0
BMI,RSW,5.0,1811.8400000000001,5,362.36800000000005
BMI,SAF,1.0,271.0,1,271.0
BMI,SAN,12.0,4915.11,12,409.5925
BMI,SAT,7.0,2115.35,7,302.1928571428571
BMI,SBA,1.0,5.0,1,5.0
BMI,SBP,1.0,464.0,1,464.0
BMI,SEA,6.0,2233.2,6,372.2
BMI,SFO,11.0,3832.54,11,348.4127272727273
BMI,SHV,1.0,5.0,1,5.0
BMI,SJC,5.0,2308.0,5,461.6
BMI,SJT,1.0,348.0,1,348.0
BMI,SLC,5.0,2058.27,5,411.654
BMI,SMF,2.0,1295.0,2,647.5
BMI,SNA,3.0,1056.95,3,352.31666666666666
BMI,SRQ,1.0,193.0,1,193.0
BMI,SYR,2.0,832.0,2,416.0
BMI,TPA,7.0,1715.81,7,245.1157142857143
BMI,TUL,2.0,888.0,1,444.0
BMI,TUS,6.0,2038.54,6,339.75666666666666
BMI,TVC,1.0,369.0,1,369.0
BMI,TYS,1.0,613.5,1,613.5
BMI,VPS,1.0,303.0,1,303.0
BMI,XNA,2.0,681.27,2,340.635
BNA,ABI,26.0,6719.5,14,258.4423076923077
BNA,ABQ,8.0,1540.21,8,192.52625
BNA,AGS,2.0,543.5,2,271.75
BNA,ALB,7.0,1733.5,7,247.64285714285714
BNA,ALO,5.0,1766.5,5,353.3
BNA,AMA,2.0,887.49,2,443.745
BNA,ATW,12.0,3598.5,12,299.875
BNA,ATY,1.0,333.5,1,333.5
BNA,AUS,746.0,138337.77,394,185.43936997319034
BNA,AVP,3.0,883.71,3,294.57
BNA,AZO,9.0,1902.5,9,211.38888888888889
BNA,BDL,2.0,819.5,2,409.75
BNA,BFL,1.0,600.83,1,600.83
BNA,BGR,2.0,959.5,2,479.75
BNA,BIL,5.0,1623.23,5,324.646
BNA,BIS,1.0,294.0,1,294.0
BNA,BMI,2.0,1042.0,2,521.0
BNA,BOI,3.0,973.0,2,324.3333333333333
BNA,BOS,16.0,3440.63,14,215.039375
BNA,BRO,2.0,708.0,2,354.0
BNA,BTR,1.0,288.0,1,288.0
BNA,BTV,8.0,2516.5,8,314.5625
BNA,BUF,6.0,2432.0,6,405.3333333333333
BNA,BZN,3.0,904.4200000000001,3,301.47333333333336
BNA,CAK,1.0,775.0,1,775.0
BNA,CHS,1.0,327.0,1,327.0
BNA,CID,9.0,3451.41,9,383.49
BNA,CKB,1.0,298.0,1,298.0
BNA,CLE,10.0,2038.05,10,203.805
BNA,CLT,58.0,6962.07,58,120.0356896551724
BNA,CMH,8.0,1387.16,8,173.395
BNA,CMI,6.0,1614.0,6,269.0
BNA,COS,1.0,440.0,1,440.0
BNA,COU,3.0,821.08,3,273.6933333333333
BNA,CRP,6.0,1867.0,6,311.1666666666667
BNA,CWA,9.0,3373.5,9,374.8333333333333
BNA,DCA,369.0,64994.28,304,176.13626016260162
BNA,DEN,5.0,625.17,5,125.03399999999999
BNA,DFW,22.0,5125.99,22,232.99954545454545
BNA,DRO,5.0,1689.0,5,337.8
BNA,DSM,5.0,1098.5,5,219.7
BNA,DTW,2.0,710.8,2,355.4
BNA,ELP,24.0,6044.86,24,251.86916666666664
BNA,EYW,20.0,7383.26,18,369.163
BNA,FAI,1.0,11.0,1,11.0
BNA,FAR,6.0,1914.5,6,319.0833333333333
BNA,FLG,1.0,318.44,1,318.44
BNA,FNT,3.0,743.0,3,247.66666666666666
BNA,FSD,3.0,1000.5,3,333.5
BNA,FSM,6.0,1845.5,6,307.5833333333333
BNA,FWA,1.0,310.0,1,310.0
BNA,GJT,10.0,2742.0,10,274.2
BNA,GRB,10.0,3216.5,10,321.65
BNA,GRK,14.0,3455.0,14,246.78571428571428
BNA,GRR,15.0,3669.5,15,244.63333333333333
BNA,GSP,5.0,1131.0,5,226.2
BNA,HHH,7.0,1728.5,6,246.92857142857142
BNA,HNL,1.0,604.72,1,604.72
BNA,HPN,1.0,87.5,1,87.5
BNA,HRL,2.0,557.5,2,278.75
BNA,ICT,22.0,6234.13,22,283.36954545454546
BNA,IND,12.0,2636.7200000000003,9,219.7266666666667
BNA,JAC,1.0,388.5,1,388.5
BNA,JAX,2.0,431.35,2,215.675
BNA,JFK,2.0,425.3,2,212.65
BNA,LAN,8.0,1601.54,8,200.1925
BNA,LAS,3.0,686.0,3,228.66666666666666
BNA,LAX,13.0,3501.68,13,269.36
BNA,LBB,5.0,1332.5,5,266.5
BNA,LCH,7.0,1865.0,7,266.42857142857144
BNA,LFT,10.0,2719.15,10,271.915
BNA,LGA,2.0,387.28,2,193.64
BNA,LIT,3.0,791.72,3,263.9066666666667
BNA,LSE,13.0,4858.0,13,373.6923076923077
BNA,MAF,5.0,1396.0,5,279.2
BNA,MCI,5.0,1023.92,5,204.784
BNA,MCO,1.0,402.0,1,402.0
BNA,MDT,1.0,987.0,1,987.0
BNA,MHK,14.0,3622.56,14,258.7542857142857
BNA,MHT,7.0,2485.09,7,355.0128571428572
BNA,MIA,628.0,156332.2,444,248.93662420382168
BNA,MKE,6.0,1272.73,6,212.12166666666667
BNA,MLI,10.0,2978.5,10,297.85
BNA,MRY,6.0,1361.34,6,226.89
BNA,MSN,8.0,2462.64,8,307.83
BNA,MSO,1.0,268.5,1,268.5
BNA,MSP,18.0,4203.1900000000005,17,233.51055555555558
BNA,MSY,8.0,1332.24,8,166.53
BNA,OKC,7.0,1152.8600000000001,7,164.69428571428574
BNA,OMA,23.0,5152.95,23,224.04130434782607
BNA,ORD,635.0,129675.63,420,204.2135905511811
BNA,ORF,6.0,2411.0,6,401.8333333333333
BNA,PDX,5.0,904.5,5,180.9
BNA,PHL,2.0,460.53999999999996,2,230.26999999999998
BNA,PHX,20.0,6811.22,20,340.56100000000004
BNA,PIA,9.0,2845.86,9,316.2066666666667
BNA,PIT,5.0,1519.74,5,303.948
BNA,PSP,6.0,1969.25,6,328.2083333333333
BNA,PVD,8.0,2306.33,8,288.29125
BNA,PWM,23.0,5672.99,19,246.65173913043478
BNA,RAP,6.0,2755.5,6,459.25
BNA,RNO,17.0,4365.37,16,256.78647058823526
BNA,ROC,5.0,1117.1399999999999,5,223.42799999999997
BNA,RST,10.0,2484.0,10,248.4
BNA,RSW,2.0,852.1,2,426.05
BNA,SAN,4.0,1626.25,4,406.5625
BNA,SAV,1.0,114.13,1,114.13
BNA,SBA,1.0,11.0,1,11.0
BNA,SBP,3.0,1475.96,3,491.9866666666667
BNA,SEA,5.0,888.0,5,177.6
BNA,SFO,3.0,636.61,3,212.20333333333335
BNA,SGF,17.0,5949.79,17,349.98764705882354
BNA,SHV,12.0,3825.0,12,318.75
BNA,SJT,9.0,3305.0,8,367.22222222222223
BNA,SJU,9.0,5656.03,9,628.4477777777778
BNA,SLC,1.0,271.0,1,271.0
BNA,SMF,8.0,1676.5,8,209.5625
BNA,SNA,2.0,675.0,2,337.5
BNA,SRQ,1.0,130.63,1,130.63
BNA,STL,3.0,691.5799999999999,3,230.52666666666664
BNA,STS,3.0,807.13,3,269.04333333333335
BNA,SYR,16.0,3924.7,15,245.29375
BNA,TLH,4.0,1483.87,4,370.9675
BNA,TPA,990.0,174935.91,519,176.7029393939394
BNA,TUL,2.0,563.61,2,281.805
BNA,TVC,6.0,1587.0,6,264.5
BNA,VPS,1.0,237.0,1,237.0
BNA,XNA,37.0,11021.8,37,297.8864864864865
BOI,ABI,3.0,1059.0,1,353.0
BOI,AVL,2.0,632.0,2,316.0
BOI,BFL,5.0,1204.5,5,240.9
BOI,BRO,1.0,307.0,1,307.0
BOI,BTR,2.0,807.0,2,403.5
BOI,CHA,1.0,519.5,1,519.5
BOI,COU,2.0,823.5,2,411.75
BOI,CRP,3.0,1674.0,3,558.0
BOI,DAY,1.0,599.5,1,599.5
BOI,DRO,1.0,211.33,1,211.33
BOI,EVV,1.0,479.0,1,479.0
BOI,FAT,2.0,561.0,2,280.5
BOI,FSM,1.0,544.77,1,544.77
BOI,GNV,2.0,534.0,2,267.0
BOI,GRR,1.0,411.07,1,411.07
BOI,HSV,2.0,283.77,2,141.885
BOI,JAN,2.0,454.0,2,227.0
BOI,LBB,2.0,560.36,2,280.18
BOI,LFT,1.0,837.52,1,837.52
BOI,MAF,4.0,1175.51,4,293.8775
BOI,MGM,4.0,938.5,4,234.625
BOI,MHK,4.0,1871.62,4,467.905
BOI,MOB,2.0,556.5,2,278.25
BOI,MQT,1.0,251.12,1,251.12
BOI,PIA,1.0,298.5,1,298.5
BOI,PNS,1.0,409.5,1,409.5
BOI,SAT,1.0,623.68,1,623.68
BOI,SBP,4.0,890.5,4,222.625
BOI,SGF,4.0,1419.5,4,354.875
BOI,SHV,2.0,446.0,1,223.0
BOI,TVC,1.0,325.84,1,325.84
BOI,XNA,4.0,1343.0,4,335.75
BOS,ABI,6.0,1782.52,6,297.08666666666664
BOS,AGS,1.0,3.64,1,3.64
BOS,ALO,5.0,1321.29,5,264.258
BOS,AMA,3.0,1028.0,3,342.6666666666667
BOS,ATL,1.0,281.01,1,281.01
BOS,ATW,2.0,699.5,2,349.75
BOS,AUS,4.0,1033.0,4,258.25
BOS,AZO,2.0,726.49,2,363.245
BOS,BFL,4.0,1141.67,4,285.4175
BOS,BHM,3.0,794.0,3,264.6666666666667
BOS,BMI,1.0,319.0,1,319.0
BOS,BNA,5.0,1177.4,5,235.48000000000002
BOS,BRO,2.0,815.03,2,407.515
BOS,BTR,2.0,355.21000000000004,2,177.60500000000002
BOS,BUR,1.0,490.46,1,490.46
BOS,BZN,5.0,1293.71,3,258.742
BOS,CID,14.0,4814.15,14,343.86785714285713
BOS,CLT,3.0,152.89999999999998,2,50.96666666666666
BOS,CMH,179.0,36867.28,130,205.96245810055865
BOS,CMI,12.0,4016.63,12,334.7191666666667
BOS,COU,5.0,1345.5,5,269.1
BOS,CRP,7.0,2778.71,7,396.9585714285714
BOS,CVG,286.0,71668.28,199,250.58839160839162
BOS,CWA,5.0,1602.69,5,320.538
BOS,DAY,1.0,364.81,1,364.81
BOS,DEN,10.0,1903.03,9,190.303
BOS,DFW,6.0,2024.4099999999999,6,337.40166666666664
BOS,DRO,4.0,1316.27,4,329.0675
BOS,DSM,14.0,3207.65,14,229.11785714285716
BOS,DTW,1.0,476.0,1,476.0
BOS,ELP,6.0,1338.33,6,223.05499999999998
BOS,EYW,4.0,830.18,4,207.545
BOS,FAR,1.0,187.68,1,187.68
BOS,FAT,1.0,381.18,1,381.18
BOS,FNT,3.0,649.0,3,216.33333333333334
BOS,FSD,3.0,536.62,3,178.87333333333333
BOS,FSM,4.0,1439.5,4,359.875
BOS,FWA,1.0,151.18,1,151.18
BOS,GJT,3.0,1064.76,3,354.92
BOS,GNV,1.0,148.0,1,148.0
BOS,GRK,2.0,413.14,2,206.57
BOS,GRR,9.0,2285.41,9,253.93444444444444
BOS,GSP,4.0,1135.59,4,283.8975
BOS,HHH,6.0,1033.25,6,172.20833333333334
BOS,HOU,2.0,614.24,2,307.12
BOS,HSV,4.0,844.09,4,211.0225
