MARKET_COUPONS,YEAR,QUARTER,ORIGIN,DEST,REPORTING_CARRIER,TICKET_CARRIER,OPERATING_CARRIER,PASSENGERS,MARKET_FARE,MARKET_DISTANCE,NONSTOP_MILES
2,2023,1,SGF,MKE,MQ,AA,99,1.0,353.0,505.0,489.0
2,2023,1,SGF,MKE,MQ,AA,99,1.0,403.0,505.0,489.0
2,2023,1,SGF,MKE,MQ,AA,99,1.0,418.0,505.0,489.0
2,2023,1,SGF,MKE,MQ,AA,99,1.0,233.5,505.0,489.0
2,2023,1,MKE,SGF,MQ,AA,MQ,1.0,233.5,505.0,489.0
2,2023,1,SGF,MKE,MQ,AA,99,1.0,253.0,505.0,489.0
2,2023,1,MKE,SGF,MQ,AA,99,1.0,253.0,505.0,489.0
2,2023,1,SGF,MSN,MQ,AA,MQ,1.0,266.0,546.0,460.0
2,2023,1,SGF,MSN,MQ,AA,MQ,1.0,439.0,546.0,460.0
2,2023,1,SGF,MSN,MQ,AA,MQ,1.0,175.69,546.0,460.0
2,2023,1,MSN,SGF,MQ,AA,99,1.0,381.31,1185.0,460.0
2,2023,1,SGF,MSN,MQ,AA,MQ,1.0,245.0,546.0,460.0
2,2023,1,MSN,SGF,MQ,AA,MQ,1.0,245.0,546.0,460.0
2,2023,1,SGF,MSN,MQ,AA,MQ,1.0,264.0,546.0,460.0
2,2023,1,MSN,SGF,MQ,AA,MQ,1.0,264.0,546.0,460.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,328.0,772.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,397.0,772.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,446.0,772.0,527.0
2,2023,1,SGF,MSP,MQ,AA,MQ,1.0,488.0,772.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,493.0,772.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,493.0,772.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,543.0,772.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,200.77,772.0,527.0
2,2023,1,MSP,SGF,MQ,AA,99,1.0,316.23,1216.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,293.19,772.0,527.0
2,2023,1,MSP,SGF,MQ,AA,99,1.0,461.81,1216.0,527.0
2,2023,1,SGF,MSP,MQ,AA,MQ,1.0,333.19,772.0,527.0
2,2023,1,MSP,SGF,MQ,AA,99,1.0,524.81,1216.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,383.67,772.0,527.0
2,2023,1,MSP,SGF,MQ,AA,99,1.0,604.33,1216.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,5.5,772.0,527.0
2,2023,1,MSP,SGF,MQ,AA,99,1.0,5.5,772.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,276.0,772.0,527.0
2,2023,1,MSP,SGF,MQ,AA,99,1.0,276.0,772.0,527.0
2,2023,1,SGF,MSP,MQ,AA,99,1.0,294.0,772.0,527.0
2,2023,1,MSP,SGF,MQ,AA,99,1.0,294.0,772.0,527.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,76.78,438.0,438.0
1,2023,1,ORD,MSY,MQ,AA,AA,1.0,146.72,837.0,837.0
2,2023,1,MSY,SGF,MQ,AA,MQ,1.0,223.5,1275.0,531.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,113.57,438.0,438.0
1,2023,1,ORD,OMA,MQ,AA,MQ,1.0,107.87,416.0,416.0
1,2023,1,OMA,DFW,MQ,AA,AA,1.0,151.17,583.0,583.0
1,2023,1,DFW,SGF,MQ,AA,MQ,1.0,94.39,364.0,364.0
2,2023,1,SGF,ORF,MQ,AA,99,1.0,383.0,1155.0,949.0
2,2023,1,SGF,ORF,MQ,AA,MQ,1.0,558.0,1155.0,949.0
2,2023,1,SGF,ORF,MQ,AA,99,1.0,136.26,1155.0,949.0
2,2023,1,ORF,SGF,MQ,AA,99,1.0,117.74,998.0,949.0
2,2023,1,SGF,PBI,MQ,AA,99,1.0,343.87,1582.0,1065.0
2,2023,1,PBI,SGF,MQ,AA,99,1.0,282.13,1298.0,1065.0
2,2023,1,SGF,PBI,MQ,AA,99,1.0,5.71,1582.0,1065.0
2,2023,1,PBI,SGF,MQ,AA,99,1.0,5.29,1466.0,1065.0
2,2023,1,SGF,PBI,MQ,AA,99,1.0,305.19,1582.0,1065.0
2,2023,1,PBI,SGF,MQ,AA,99,1.0,282.81,1466.0,1065.0
2,2023,1,SGF,PBI,MQ,AA,99,1.0,335.81,1582.0,1065.0
2,2023,1,PBI,SGF,MQ,AA,99,1.0,311.19,1466.0,1065.0
2,2023,1,SGF,PHL,MQ,AA,99,2.0,5.0,1116.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,384.0,1116.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,548.0,1116.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,559.0,1116.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,183.14,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,189.86,1157.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,238.62,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,247.38,1157.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,282.31,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,292.69,1157.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,513.57,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,532.43,1157.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,154.79,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,231.21,1667.0,998.0
3,2023,1,SGF,OGS,MQ,99,99,1.0,619.0,1448.0,1066.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,193.0,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,193.0,1116.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,209.0,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,209.0,1116.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,214.0,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,214.0,1116.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,248.0,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,248.0,1116.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,293.5,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,293.5,1116.0,998.0
2,2023,1,SGF,PHL,MQ,AA,99,1.0,483.5,1116.0,998.0
2,2023,1,PHL,SGF,MQ,AA,99,1.0,483.5,1116.0,998.0
3,2023,1,SGF,PBG,MQ,99,99,1.0,639.0,1458.0,1157.0
3,2023,1,SGF,PVD,MQ,AA,99,1.0,661.12,1353.0,1210.0
2,2023,1,PVD,SGF,MQ,AA,MQ,1.0,628.87,1287.0,1210.0
2,2023,1,SGF,PHX,MQ,AA,99,2.0,198.0,1878.0,1082.0
2,2023,1,SGF,PHX,MQ,AA,99,1.0,409.0,1878.0,1082.0
3,2023,1,SGF,BFL,MQ,AA,99,1.0,243.0,2303.0,1433.0
2,2023,1,SGF,PHX,MQ,AA,99,1.0,426.93,1878.0,1082.0
2,2023,1,PHX,SGF,MQ,AA,99,1.0,280.07,1232.0,1082.0
2,2023,1,SGF,PHX,MQ,AA,99,1.0,493.35,1878.0,1082.0
2,2023,1,PHX,SGF,MQ,AA,99,1.0,323.65,1232.0,1082.0
2,2023,1,SGF,PIT,MQ,AA,MQ,1.0,479.0,851.0,743.0
2,2023,1,SGF,PIT,MQ,AA,99,1.0,558.0,851.0,743.0
2,2023,1,SGF,PIT,MQ,AA,99,2.0,563.0,851.0,743.0
2,2023,1,SGF,PIT,MQ,AA,99,1.0,201.59,851.0,743.0
2,2023,1,PIT,SGF,MQ,AA,99,1.0,254.41,1074.0,743.0
2,2023,1,SGF,PIT,MQ,AA,99,1.0,215.55,851.0,743.0
2,2023,1,PIT,SGF,MQ,AA,99,1.0,362.45,1431.0,743.0
2,2023,1,SGF,PIT,MQ,AA,99,2.0,375.16,851.0,743.0
2,2023,1,PIT,SGF,MQ,AA,99,2.0,630.84,1431.0,743.0
2,2023,1,SGF,PIT,MQ,AA,99,1.0,328.5,851.0,743.0
2,2023,1,PIT,SGF,MQ,AA,MQ,1.0,328.5,851.0,743.0
2,2023,1,SGF,PVD,MQ,AA,MQ,1.0,1264.0,1287.0,1210.0
2,2023,1,SGF,PVD,MQ,AA,MQ,1.0,238.37,1287.0,1210.0
2,2023,1,PVD,SGF,MQ,AA,99,1.0,257.63,1391.0,1210.0
2,2023,1,SGF,PVD,MQ,AA,MQ,1.0,329.68,1287.0,1210.0
2,2023,1,PVD,SGF,MQ,AA,99,1.0,356.32,1391.0,1210.0
2,2023,1,SGF,PVD,MQ,AA,MQ,1.0,340.25,1287.0,1210.0
2,2023,1,PVD,SGF,MQ,AA,99,1.0,367.75,1391.0,1210.0
2,2023,1,SGF,PVD,MQ,AA,MQ,1.0,504.61,1287.0,1210.0
2,2023,1,PVD,SGF,MQ,AA,99,1.0,545.39,1391.0,1210.0
2,2023,1,SGF,RDU,MQ,AA,99,1.0,470.37,1084.0,817.0
2,2023,1,RDU,SGF,MQ,AA,99,1.0,363.63,838.0,817.0
2,2023,1,SGF,RIC,MQ,AA,MQ,1.0,408.0,1080.0,883.0
2,2023,1,SGF,RIC,MQ,AA,99,1.0,240.29,1080.0,883.0
2,2023,1,RIC,SGF,MQ,AA,99,1.0,214.71,965.0,883.0
2,2023,1,SGF,RIC,MQ,AA,99,1.0,266.7,1080.0,883.0
2,2023,1,RIC,SGF,MQ,AA,99,1.0,238.3,965.0,883.0
2,2023,1,SGF,RIC,MQ,AA,99,1.0,280.43,1080.0,883.0
2,2023,1,RIC,SGF,MQ,AA,99,1.0,250.57,965.0,883.0
2,2023,1,SGF,RIC,MQ,AA,99,1.0,399.26,1080.0,883.0
2,2023,1,RIC,SGF,MQ,AA,99,1.0,356.74,965.0,883.0
2,2023,1,SGF,ROC,MQ,AA,99,1.0,279.0,966.0,923.0
2,2023,1,ROC,SGF,MQ,AA,MQ,1.0,279.0,966.0,923.0
2,2023,1,SGF,RST,MQ,AA,99,1.0,5.0,706.0,462.0
2,2023,1,SGF,RST,MQ,AA,99,1.0,473.0,706.0,462.0
2,2023,1,SGF,RST,MQ,AA,MQ,1.0,478.0,706.0,462.0
2,2023,1,SGF,RST,MQ,AA,MQ,1.0,244.0,706.0,462.0
2,2023,1,RST,SGF,MQ,AA,MQ,1.0,244.0,706.0,462.0
2,2023,1,SGF,RST,MQ,AA,MQ,1.0,259.0,706.0,462.0
2,2023,1,RST,SGF,MQ,AA,MQ,1.0,259.0,706.0,462.0
2,2023,1,SGF,RST,MQ,AA,MQ,1.0,294.0,706.0,462.0
2,2023,1,RST,SGF,MQ,AA,MQ,1.0,294.0,706.0,462.0
2,2023,1,SGF,RST,MQ,AA,MQ,1.0,299.0,706.0,462.0
2,2023,1,RST,SGF,MQ,AA,MQ,1.0,299.0,706.0,462.0
2,2023,1,SGF,RST,MQ,AA,MQ,1.0,329.0,706.0,462.0
2,2023,1,RST,SGF,MQ,AA,MQ,1.0,329.0,706.0,462.0
2,2023,1,SGF,RST,MQ,AA,MQ,1.0,359.0,706.0,462.0
2,2023,1,RST,SGF,MQ,AA,MQ,1.0,359.0,706.0,462.0
2,2023,1,SGF,RST,MQ,AA,MQ,1.0,498.0,706.0,462.0
2,2023,1,RST,SGF,MQ,AA,MQ,1.0,498.0,706.0,462.0
2,2023,1,SGF,RST,MQ,AA,MQ,1.0,519.0,706.0,462.0
2,2023,1,RST,SGF,MQ,AA,MQ,1.0,519.0,706.0,462.0
2,2023,1,SGF,RSW,MQ,AA,99,1.0,635.0,1558.0,1004.0
2,2023,1,SGF,SAN,MQ,AA,99,1.0,318.5,2161.0,1382.0
2,2023,1,SAN,SGF,MQ,AA,99,1.0,318.5,2161.0,1382.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,83.41,438.0,438.0
1,2023,1,ORD,SAT,MQ,AA,AA,1.0,198.24,1041.0,1041.0
2,2023,1,SAT,SGF,MQ,AA,99,1.0,116.35,611.0,607.0
2,2023,1,SGF,SDF,MQ,AA,MQ,1.0,228.0,724.0,424.0
2,2023,1,SGF,SDF,MQ,AA,99,1.0,321.25,724.0,424.0
2,2023,1,SDF,SGF,MQ,AA,MQ,1.0,486.75,1097.0,424.0
2,2023,1,SGF,SDF,MQ,AA,99,1.0,298.0,724.0,424.0
2,2023,1,SDF,SGF,MQ,AA,MQ,1.0,298.0,724.0,424.0
2,2023,1,SGF,SEA,MQ,AA,99,1.0,5.68,2159.0,1627.0
2,2023,1,SEA,SGF,MQ,AA,99,1.0,5.32,2024.0,1627.0
2,2023,1,SGF,SEA,MQ,AA,99,1.0,267.36,2159.0,1627.0
2,2023,1,SEA,SGF,MQ,AA,99,1.0,250.64,2024.0,1627.0
3,2023,1,SGF,KTN,MQ,99,99,2.0,11.0,2839.0,2178.0
2,2023,1,SGF,SFO,MQ,AA,99,1.0,6.11,2284.0,1588.0
2,2023,1,SFO,SGF,MQ,AA,99,1.0,4.89,1828.0,1588.0
2,2023,1,SGF,SFO,MQ,AA,99,1.0,292.72,2284.0,1588.0
2,2023,1,SFO,SGF,MQ,AA,99,1.0,234.28,1828.0,1588.0
2,2023,1,SGF,SFO,MQ,AA,99,1.0,321.05,2284.0,1588.0
2,2023,1,SFO,SGF,MQ,AA,99,1.0,256.95,1828.0,1588.0
1,2023,1,SGF,ORD,MQ,AA,MQ,4.0,5.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,4.0,5.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,5.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,5.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,3.0,73.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,3.0,73.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,78.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,78.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,83.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,83.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,88.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,88.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,91.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,91.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,93.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,93.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,4.0,96.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,4.0,96.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,3.0,101.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,3.0,101.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,103.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,103.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,2.0,108.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,2.0,108.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,111.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,111.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,116.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,116.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,126.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,126.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,128.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,128.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,131.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,131.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,5.0,131.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,5.0,131.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,133.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,133.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,3.0,136.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,3.0,136.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,139.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,139.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,2.0,144.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,2.0,144.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,5.0,148.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,5.0,148.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,149.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,149.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,151.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,151.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,152.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,152.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,2.0,153.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,2.0,153.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,4.0,158.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,4.0,158.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,2.0,161.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,2.0,161.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,4.0,164.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,4.0,164.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,169.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,169.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,173.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,173.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,174.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,174.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,178.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,178.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,179.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,179.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,186.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,186.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,193.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,193.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,3.0,194.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,3.0,194.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,196.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,196.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,203.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,203.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,3.0,208.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,3.0,208.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,2.0,211.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,2.0,211.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,218.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,218.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,3.0,223.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,3.0,223.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,2.0,224.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,2.0,224.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,227.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,227.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,2.0,228.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,2.0,228.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,248.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,248.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,251.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,251.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,254.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,254.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,268.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,268.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,271.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,271.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,272.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,272.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,274.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,274.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,281.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,281.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,281.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,281.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,313.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,313.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,314.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,314.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,336.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,336.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,4.0,343.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,4.0,343.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,352.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,352.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,353.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,353.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,362.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,362.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,363.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,363.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,366.0,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,1.0,366.0,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,2.0,388.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,2.0,388.5,438.0,438.0
1,2023,1,SGF,ORD,MQ,AA,MQ,2.0,393.5,438.0,438.0
1,2023,1,ORD,SGF,MQ,AA,MQ,2.0,393.5,438.0,438.0
2,2023,1,SGF,SJU,MQ,AA,99,1.0,348.72,2510.0,2104.0
2,2023,1,SJU,SGF,MQ,AA,99,1.0,303.28,2183.0,2104.0
2,2023,1,SGF,SLC,MQ,AA,99,1.0,563.0,1688.0,1028.0
2,2023,1,SGF,SLC,MQ,AA,99,1.0,281.98,1688.0,1028.0
2,2023,1,SLC,SGF,MQ,AA,99,1.0,226.02,1353.0,1028.0
2,2023,1,SGF,SLC,MQ,AA,99,1.0,606.7,1688.0,1028.0
2,2023,1,SLC,SGF,MQ,AA,99,1.0,486.3,1353.0,1028.0
2,2023,1,SGF,SNA,MQ,AA,99,1.0,5.0,2164.0,1398.0
2,2023,1,SGF,SNA,MQ,AA,99,1.0,398.0,2164.0,1398.0
2,2023,1,SGF,SNA,MQ,AA,99,1.0,288.69,2164.0,1398.0
2,2023,1,SNA,SGF,MQ,AA,99,1.0,209.31,1569.0,1398.0
2,2023,1,SGF,SNA,MQ,AA,99,1.0,389.55,2164.0,1398.0
2,2023,1,SNA,SGF,MQ,AA,99,1.0,282.45,1569.0,1398.0
2,2023,1,SGF,SNA,MQ,AA,99,1.0,507.81,2164.0,1398.0
2,2023,1,SNA,SGF,MQ,AA,99,1.0,368.19,1569.0,1398.0
1,2023,1,SGF,ORD,MQ,AA,MQ,1.0,254.91,438.0,438.0
1,2023,1,ORD,STL,MQ,AA,MQ,1.0,150.15,258.0,258.0
1,2023,1,STL,DFW,MQ,AA,AA,1.0,320.09,550.0,550.0
1,2023,1,DFW,SGF,MQ,AA,MQ,1.0,211.84,364.0,364.0
2,2023,1,SGF,SYR,MQ,AA,99,1.0,225.0,1045.0,998.0
2,2023,1,SGF,TPA,MQ,AA,99,1.0,289.0,1450.0,898.0
2,2023,1,SGF,TPA,MQ,AA,99,1.0,293.0,1450.0,898.0
2,2023,1,SGF,TPA,MQ,AA,99,1.0,171.93,1450.0,898.0
2,2023,1,TPA,SGF,MQ,AA,99,1.0,144.07,1215.0,898.0
2,2023,1,SGF,TPA,MQ,AA,99,1.0,318.29,1450.0,898.0
2,2023,1,TPA,SGF,MQ,AA,99,1.0,266.71,1215.0,898.0
2,2023,1,SGF,TPA,MQ,AA,99,1.0,5.81,1450.0,898.0
2,2023,1,TPA,SGF,MQ,AA,99,1.0,5.19,1293.0,898.0
2,2023,1,SGF,TPA,MQ,AA,99,1.0,5.81,1450.0,898.0
2,2023,1,TPA,SGF,MQ,AA,99,1.0,5.19,1293.0,898.0
2,2023,1,SGF,TPA,MQ,AA,99,1.0,521.25,1450.0,898.0
3,2023,1,TPA,SGF,MQ,99,99,1.0,422.75,1257.0,898.0
2,2023,1,SGF,TPA,MQ,AA,99,1.0,339.0,1450.0,898.0
2,2023,1,TPA,SGF,MQ,AA,99,1.0,339.0,1450.0,898.0
