ORIGIN,DEST,TOTAL_DEPARTURES,TOTAL_PASSENGERS,AVG_PAX_PER_FLIGHT,AVG_FARE,SPILLED_PAX_ERJ145,SPILLED_PAX_ERJ170,SPILLED_PAX_ERJ175,SPILL_COST_ERJ145,SPILL_COST_ERJ170,SPILL_COST_ERJ175
PNS,MIA,80.0,4179.0,52.2375,257.55765027322406,2.237499999999997,0.0,0.0,576.2852424863381,0.0,0.0
PSP,AUS,30.0,1542.0,51.4,350.5618045112782,1.3999999999999986,0.0,0.0,490.78652631578893,0.0,0.0
PVD,MIA,3.0,154.0,51.333333333333336,159.12166666666667,1.3333333333333357,0.0,0.0,212.1622222222226,0.0,0.0
PVD,ORD,35.0,1416.0,40.457142857142856,214.38690677966105,0.0,0.0,0.0,0.0,0.0,0.0
RAP,DFW,61.0,3979.0,65.22950819672131,298.592118226601,15.229508196721312,0.22950819672131217,0.0,4547.411112008399,68.52933860938404,0.0
RDU,AUS,55.0,2934.0,53.345454545454544,210.9162565445026,3.345454545454544,0.0,0.0,705.610749167063,0.0,0.0
RDU,DFW,1.0,58.0,58.0,256.5677777777778,8.0,0.0,0.0,2052.5422222222223,0.0,0.0
RDU,MIA,31.0,2074.0,66.90322580645162,225.7372395833333,16.903225806451616,1.9032258064516157,0.0,3815.6875336021503,429.62893985215106,0.0
RDU,ORD,45.0,2253.0,50.06666666666667,234.99720538720536,0.06666666666666998,0.0,0.0,15.666480359147803,0.0,0.0
RDU,TPA,9.0,276.0,30.666666666666668,191.1433333333333,0.0,0.0,0.0,0.0,0.0,0.0
RIC,ORD,21.0,701.0,33.38095238095238,213.0435877862596,0.0,0.0,0.0,0.0,0.0,0.0
RNO,AUS,39.0,1632.0,41.84615384615385,330.1255555555556,0.0,0.0,0.0,0.0,0.0,0.0
ROC,MIA,4.0,253.0,63.25,301.495,13.25,0.0,0.0,3994.80875,0.0,0.0
ROC,ORD,41.0,2341.0,57.09756097560975,202.73660194174755,7.097560975609753,0.0,0.0,1438.9353942694759,0.0,0.0
RST,ORD,66.0,2935.0,44.46969696969697,256.31361344537817,0.0,0.0,0.0,0.0,0.0,0.0
SAF,PHX,21.0,719.0,34.23809523809524,173.3111290322581,0.0,0.0,0.0,0.0,0.0,0.0
SAV,CHS,1.0,66.0,66.0,,16.0,1.0,0.0,,,
SAV,CLT,10.0,537.0,53.7,121.8825,3.700000000000003,0.0,0.0,450.9652500000003,0.0,0.0
SAV,MIA,45.0,2597.0,57.71111111111111,256.92194570135746,7.711111111111109,0.0,0.0,1981.1536701860225,0.0,0.0
SBA,PHX,7.0,214.0,30.571428571428573,214.66666666666663,0.0,0.0,0.0,0.0,0.0,0.0
SBP,PHX,49.0,2311.0,47.16326530612245,225.4284221311476,0.0,0.0,0.0,0.0,0.0,0.0
SDF,BOS,7.0,276.0,39.42857142857143,301.7676923076923,0.0,0.0,0.0,0.0,0.0,0.0
SDF,DCA,6.0,382.0,63.66666666666666,208.28285714285715,13.666666666666657,0.0,0.0,2846.5323809523793,0.0,0.0
SDF,DFW,34.0,2158.0,63.47058823529412,242.3608196721312,13.470588235294123,0.0,0.0,3264.7428061716514,0.0,0.0
SDF,ORD,45.0,2071.0,46.02222222222223,191.68742647058824,0.0,0.0,0.0,0.0,0.0,0.0
SGF,CHA,1.0,54.0,54.0,348.07666666666665,4.0,0.0,0.0,1392.3066666666666,0.0,0.0
SGF,CLT,66.0,3485.0,52.80303030303031,265.9606989247312,2.8030303030303116,0.0,0.0,745.4958985011428,0.0,0.0
SGF,DFW,183.0,10731.0,58.63934426229508,237.0159318181818,8.639344262295083,0.0,0.0,2047.6622306259314,0.0,0.0
SGF,ORD,78.0,2499.0,32.03846153846154,202.75370967741927,0.0,0.0,0.0,0.0,0.0,0.0
SHV,DFW,60.0,3543.0,59.05,220.8788679245283,9.049999999999997,0.0,0.0,1998.9537547169805,0.0,0.0
SJT,DFW,37.0,1311.0,35.432432432432435,232.79754098360647,0.0,0.0,0.0,0.0,0.0,0.0
SLC,ORD,1.0,76.0,76.0,269.915,26.0,11.0,0.0,7017.790000000001,2969.065,0.0
SPI,ORD,1.0,38.0,38.0,,0.0,0.0,0.0,,,
SRQ,ORD,1.0,70.0,70.0,452.48,20.0,5.0,0.0,9049.6,2262.4,0.0
STL,AUS,26.0,1024.0,39.38461538461539,161.13645614035087,0.0,0.0,0.0,0.0,0.0,0.0
STL,BOS,9.0,495.0,55.0,288.11243902439026,5.0,0.0,0.0,1440.5621951219514,0.0,0.0
STL,DFW,8.0,437.0,54.625,222.70478260869567,4.625,0.0,0.0,1030.0096195652175,0.0,0.0
STL,ORD,64.0,3782.0,59.09375,200.7119058823529,9.09375,0.0,0.0,1825.2238941176468,0.0,0.0
STL,SDF,1.0,25.0,25.0,,0.0,0.0,0.0,,,
STS,DFW,9.0,425.0,47.22222222222222,317.52007092198585,0.0,0.0,0.0,0.0,0.0,0.0
STS,PHX,21.0,1062.0,50.57142857142857,245.95491666666663,0.5714285714285694,0.0,0.0,140.54566666666614,0.0,0.0
SYR,DCA,21.0,1375.0,65.47619047619048,178.29999999999998,15.476190476190482,0.4761904761904816,0.0,2759.4047619047624,84.90476190476286,0.0
SYR,MIA,1.0,73.0,73.0,296.9250980392157,23.0,8.0,0.0,6829.277254901961,2375.4007843137256,0.0
SYR,ORD,25.0,1571.0,62.84,193.28,12.840000000000003,0.0,0.0,2481.7152000000006,0.0,0.0
TLH,DCA,21.0,658.0,31.33333333333333,259.01590909090913,0.0,0.0,0.0,0.0,0.0,0.0
TLH,DFW,51.0,2975.0,58.333333333333336,303.12798206278023,8.333333333333336,0.0,0.0,2526.066517189836,0.0,0.0
TLH,GNV,1.0,72.0,72.0,,22.0,7.0,0.0,,,
TLH,MIA,91.0,3903.0,42.89010989010989,301.3791687657431,0.0,0.0,0.0,0.0,0.0,0.0
TPA,BNA,55.0,3491.0,63.47272727272728,172.38046487603307,13.472727272727283,0.0,0.0,2322.4349904207384,0.0,0.0
TPA,MIA,22.0,1105.0,50.22727272727273,237.72451923076923,0.22727272727272663,0.0,0.0,54.02829982517467,0.0,0.0
TPA,RDU,8.0,364.0,45.5,207.06500000000003,0.0,0.0,0.0,0.0,0.0,0.0
TRI,DFW,11.0,553.0,50.27272727272727,279.2809411764706,0.2727272727272734,0.0,0.0,76.16752941176489,0.0,0.0
TUL,AUS,25.0,829.0,33.16,168.6549763033175,0.0,0.0,0.0,0.0,0.0,0.0
TUL,DFW,4.0,278.0,69.5,252.43185185185183,19.5,4.5,0.0,4922.421111111111,1135.9433333333332,0.0
TUL,ORD,24.0,1469.0,61.208333333333336,208.9803571428572,11.208333333333336,0.0,0.0,2342.321502976192,0.0,0.0
TUL,PHX,23.0,1394.0,60.60869565217392,268.11669642857146,10.608695652173921,0.0,0.0,2844.368431677021,0.0,0.0
TUS,PHX,43.0,2424.0,56.372093023255815,177.75,6.372093023255815,0.0,0.0,1132.6395348837211,0.0,0.0
TVC,ORD,64.0,2728.0,42.625,156.5542105263158,0.0,0.0,0.0,0.0,0.0,0.0
TYS,CLT,1.0,73.0,73.0,,23.0,8.0,0.0,,,
TYS,MIA,32.0,2145.0,67.03125,256.0296666666667,17.03125,2.03125,0.0,4360.505260416667,520.0602604166667,0.0
TYS,ORD,49.0,2211.0,45.12244897959184,216.71641025641023,0.0,0.0,0.0,0.0,0.0,0.0
VPS,DCA,8.0,465.0,58.125,243.1552380952381,8.125,0.0,0.0,1975.6363095238096,0.0,0.0
VPS,DFW,5.0,188.0,37.6,252.1607305936073,0.0,0.0,0.0,0.0,0.0,0.0
XNA,CLT,59.0,3484.0,59.05084745762712,312.5212556053812,9.050847457627121,0.0,0.0,2828.5822117504003,0.0,0.0
XNA,DCA,29.0,993.0,34.241379310344826,286.6999183673469,0.0,0.0,0.0,0.0,0.0,0.0
XNA,DFW,132.0,8365.0,63.371212121212125,260.6325,13.371212121212125,0.0,0.0,3484.972443181819,0.0,0.0
XNA,MIA,29.0,1676.0,57.793103448275865,304.4127947598253,7.793103448275865,0.0,0.0,2372.3204005420876,0.0,0.0
XNA,ORD,67.0,3039.0,45.35820895522388,241.3671698113208,0.0,0.0,0.0,0.0,0.0,0.0
