FlightDate,Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,Origin,Dest,CRSDepTime,DepTime,CRSArrTime,ArrTime,Cancelled,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,ORIGIN_TIMEZONE,DEST_TIMEZONE,DEP_REFERENCE_TIME,ARR_REFERENCE_TIME,OVERNIGHT_CORRECTION,REFERENCE_ELAPSED_MIN,ELAPSED_DIFF_MIN,DEP_REFERENCE_15MIN,ARR_REFERENCE_15MIN,DEP_TIME_INDEX_COMMON,ARR_TIME_INDEX_COMMON,FAA_N_NUMBER,N-NUMBER,MFR MDL CODE,CODE,MFR,MODEL,AIRCRAFT_TYPE
2023-01-04,MQ,N922AE,3849,AVP,ORD,718,709.0,850,837.0,0.0,0.0,152.0,148.0,109.0,632.0,America/New_York,America/Chicago,2023-01-04 06:18:00-06:00,2023-01-04 08:50:00-06:00,False,152.0,0.0,2023-01-04 06:15:00-06:00,2023-01-04 08:45:00-06:00,313,323,922AE,922AE,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N217NN,3333,STL,ORD,719,709.0,836,831.0,0.0,0.0,77.0,82.0,48.0,258.0,America/Chicago,America/Chicago,2023-01-04 07:19:00-06:00,2023-01-04 08:36:00-06:00,False,77.0,0.0,2023-01-04 07:15:00-06:00,2023-01-04 08:30:00-06:00,317,322,217NN,217NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N909AE,4041,ABE,ORD,725,719.0,850,840.0,0.0,0.0,145.0,141.0,109.0,655.0,America/New_York,America/Chicago,2023-01-04 06:25:00-06:00,2023-01-04 08:50:00-06:00,False,145.0,0.0,2023-01-04 06:15:00-06:00,2023-01-04 08:45:00-06:00,313,323,909AE,909AE,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N231AN,3423,ORF,ORD,728,722.0,852,839.0,0.0,0.0,144.0,137.0,106.0,717.0,America/New_York,America/Chicago,2023-01-04 06:28:00-06:00,2023-01-04 08:52:00-06:00,False,144.0,0.0,2023-01-04 06:15:00-06:00,2023-01-04 08:45:00-06:00,313,323,231AN,231AN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N219NN,3847,XNA,DFW,730,723.0,857,913.0,0.0,0.0,87.0,110.0,62.0,280.0,America/Chicago,America/Chicago,2023-01-04 07:30:00-06:00,2023-01-04 08:57:00-06:00,False,87.0,0.0,2023-01-04 07:30:00-06:00,2023-01-04 08:45:00-06:00,318,323,219NN,219NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N232NN,4219,MSY,AUS,733,733.0,909,908.0,0.0,0.0,96.0,95.0,76.0,444.0,America/Chicago,America/Chicago,2023-01-04 07:33:00-06:00,2023-01-04 09:09:00-06:00,False,96.0,0.0,2023-01-04 07:30:00-06:00,2023-01-04 09:00:00-06:00,318,324,232NN,232NN,3260410,3260410,EMBRAER,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N241NN,4035,CMH,DCA,734,722.0,859,845.0,0.0,0.0,85.0,83.0,48.0,323.0,America/New_York,America/New_York,2023-01-04 06:34:00-06:00,2023-01-04 07:59:00-06:00,False,85.0,0.0,2023-01-04 06:30:00-06:00,2023-01-04 07:45:00-06:00,314,319,241NN,241NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N271NN,3991,TUL,AUS,734,727.0,901,909.0,0.0,0.0,87.0,102.0,69.0,426.0,America/Chicago,America/Chicago,2023-01-04 07:34:00-06:00,2023-01-04 09:01:00-06:00,False,87.0,0.0,2023-01-04 07:30:00-06:00,2023-01-04 09:00:00-06:00,318,324,271NN,271NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N664MS,3980,GSO,ORD,735,726.0,853,821.0,0.0,0.0,138.0,115.0,84.0,589.0,America/New_York,America/Chicago,2023-01-04 06:35:00-06:00,2023-01-04 08:53:00-06:00,False,138.0,0.0,2023-01-04 06:30:00-06:00,2023-01-04 08:45:00-06:00,314,323,664MS,664MS,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N203NN,3822,SGF,DFW,745,755.0,922,935.0,0.0,0.0,97.0,100.0,79.0,364.0,America/Chicago,America/Chicago,2023-01-04 07:45:00-06:00,2023-01-04 09:22:00-06:00,False,97.0,0.0,2023-01-04 07:45:00-06:00,2023-01-04 09:15:00-06:00,319,325,203NN,203NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N267NN,4245,CVG,AUS,757,755.0,949,946.0,0.0,0.0,172.0,171.0,155.0,958.0,America/New_York,America/Chicago,2023-01-04 06:57:00-06:00,2023-01-04 09:49:00-06:00,False,172.0,0.0,2023-01-04 06:45:00-06:00,2023-01-04 09:45:00-06:00,315,327,267NN,267NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N931AE,3828,DTW,ORD,800,834.0,825,850.0,0.0,0.0,85.0,76.0,48.0,235.0,America/New_York,America/Chicago,2023-01-04 07:00:00-06:00,2023-01-04 08:25:00-06:00,False,85.0,0.0,2023-01-04 07:00:00-06:00,2023-01-04 08:15:00-06:00,316,321,931AE,931AE,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N233NN,3589,LIT,DFW,800,758.0,931,937.0,0.0,0.0,91.0,99.0,69.0,304.0,America/Chicago,America/Chicago,2023-01-04 08:00:00-06:00,2023-01-04 09:31:00-06:00,False,91.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:30:00-06:00,320,326,233NN,233NN,3260410,3260410,EMBRAER,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N211NN,3922,ORD,BHM,800,759.0,953,956.0,0.0,0.0,113.0,117.0,98.0,584.0,America/Chicago,America/Chicago,2023-01-04 08:00:00-06:00,2023-01-04 09:53:00-06:00,False,113.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:45:00-06:00,320,327,211NN,211NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N254NN,3671,ORD,BWI,800,756.0,1050,1053.0,0.0,0.0,110.0,117.0,90.0,622.0,America/Chicago,America/New_York,2023-01-04 08:00:00-06:00,2023-01-04 09:50:00-06:00,False,110.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:45:00-06:00,320,327,254NN,254NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N933JN,3894,ORD,CLE,800,752.0,1024,1016.0,0.0,0.0,84.0,84.0,52.0,316.0,America/Chicago,America/New_York,2023-01-04 08:00:00-06:00,2023-01-04 09:24:00-06:00,False,84.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:15:00-06:00,320,325,933JN,933JN,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N941LT,3641,ORD,GSP,800,759.0,1050,1050.0,0.0,0.0,110.0,111.0,97.0,577.0,America/Chicago,America/New_York,2023-01-04 08:00:00-06:00,2023-01-04 09:50:00-06:00,False,110.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:45:00-06:00,320,327,941LT,941LT,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N762DT,3531,ORD,LIT,800,756.0,951,944.0,0.0,0.0,111.0,108.0,88.0,552.0,America/Chicago,America/Chicago,2023-01-04 08:00:00-06:00,2023-01-04 09:51:00-06:00,False,111.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:45:00-06:00,320,327,762DT,762DT,3260416,3260416,EMBRAER,ERJ 170-100 STD,ERJ170
2023-01-04,MQ,N925AE,3913,ORD,ORF,800,759.0,1111,1111.0,0.0,0.0,131.0,132.0,106.0,717.0,America/Chicago,America/New_York,2023-01-04 08:00:00-06:00,2023-01-04 10:11:00-06:00,False,131.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 10:00:00-06:00,320,328,925AE,925AE,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N763CC,3818,ORD,XNA,800,809.0,954,959.0,0.0,0.0,114.0,110.0,87.0,522.0,America/Chicago,America/Chicago,2023-01-04 08:00:00-06:00,2023-01-04 09:54:00-06:00,False,114.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:45:00-06:00,320,327,763CC,763CC,3260416,3260416,EMBRAER,ERJ 170-100 STD,ERJ170
2023-01-04,MQ,N206NN,3867,ORD,TUL,801,759.0,1002,948.0,0.0,0.0,121.0,109.0,92.0,585.0,America/Chicago,America/Chicago,2023-01-04 08:01:00-06:00,2023-01-04 10:02:00-06:00,False,121.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 10:00:00-06:00,320,328,206NN,206NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N902BC,4220,ORD,BUF,805,805.0,1042,1036.0,0.0,0.0,97.0,91.0,63.0,474.0,America/Chicago,America/New_York,2023-01-04 08:05:00-06:00,2023-01-04 09:42:00-06:00,False,97.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:30:00-06:00,320,326,902BC,902BC,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N661JA,3736,ORD,HSV,805,802.0,952,956.0,0.0,0.0,107.0,114.0,88.0,510.0,America/Chicago,America/Chicago,2023-01-04 08:05:00-06:00,2023-01-04 09:52:00-06:00,False,107.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:45:00-06:00,320,327,661JA,661JA,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N689EC,3315,ORD,ALO,808,759.0,922,902.0,0.0,0.0,74.0,63.0,44.0,234.0,America/Chicago,America/Chicago,2023-01-04 08:08:00-06:00,2023-01-04 09:22:00-06:00,False,74.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:15:00-06:00,320,325,689EC,689EC,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N235NN,4140,LEX,ORD,810,808.0,839,820.0,0.0,0.0,89.0,72.0,50.0,323.0,America/New_York,America/Chicago,2023-01-04 07:10:00-06:00,2023-01-04 08:39:00-06:00,False,89.0,0.0,2023-01-04 07:00:00-06:00,2023-01-04 08:30:00-06:00,316,322,235NN,235NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N248NN,3338,ORD,ATL,810,805.0,1110,1121.0,0.0,0.0,120.0,136.0,104.0,606.0,America/Chicago,America/New_York,2023-01-04 08:10:00-06:00,2023-01-04 10:10:00-06:00,False,120.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 10:00:00-06:00,320,328,248NN,248NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N663AR,3648,ORD,GSO,810,810.0,1105,1105.0,0.0,0.0,115.0,115.0,93.0,589.0,America/Chicago,America/New_York,2023-01-04 08:10:00-06:00,2023-01-04 10:05:00-06:00,False,115.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 10:00:00-06:00,320,328,663AR,663AR,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N274NN,3739,ORD,STL,811,808.0,926,920.0,0.0,0.0,75.0,72.0,51.0,258.0,America/Chicago,America/Chicago,2023-01-04 08:11:00-06:00,2023-01-04 09:26:00-06:00,False,75.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:15:00-06:00,320,325,274NN,274NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N220NN,3330,ORD,PIT,812,810.0,1042,1041.0,0.0,0.0,90.0,91.0,62.0,413.0,America/Chicago,America/New_York,2023-01-04 08:12:00-06:00,2023-01-04 09:42:00-06:00,False,90.0,0.0,2023-01-04 08:00:00-06:00,2023-01-04 09:30:00-06:00,320,326,220NN,220NN,3260410,3260410,EMBRAER,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N270NN,3444,GJT,PHX,815,814.0,1001,950.0,0.0,0.0,106.0,96.0,71.0,438.0,America/Denver,America/Phoenix,2023-01-04 09:15:00-06:00,2023-01-04 11:01:00-06:00,False,106.0,0.0,2023-01-04 09:15:00-06:00,2023-01-04 11:00:00-06:00,325,332,270NN,270NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N768RD,3689,ORD,CMH,815,814.0,1032,1033.0,0.0,0.0,77.0,79.0,46.0,296.0,America/Chicago,America/New_York,2023-01-04 08:15:00-06:00,2023-01-04 09:32:00-06:00,False,77.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 09:30:00-06:00,321,326,768RD,768RD,326021A,326021A,EMBRAER S A,ERJ 170-100 LR,ERJ170
2023-01-04,MQ,N668HH,4025,ORD,MQT,815,,1039,,1.0,0.0,84.0,,,303.0,America/Chicago,America/New_York,2023-01-04 08:15:00-06:00,2023-01-04 09:39:00-06:00,False,84.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 09:30:00-06:00,321,326,668HH,668HH,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N269NN,4214,ORD,BOS,816,817.0,1129,1136.0,0.0,0.0,133.0,139.0,111.0,867.0,America/Chicago,America/New_York,2023-01-04 08:16:00-06:00,2023-01-04 10:29:00-06:00,False,133.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 10:15:00-06:00,321,329,269NN,269NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N653AE,4077,ORD,DTW,816,813.0,1038,1028.0,0.0,0.0,82.0,75.0,50.0,235.0,America/Chicago,America/New_York,2023-01-04 08:16:00-06:00,2023-01-04 09:38:00-06:00,False,82.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 09:30:00-06:00,321,326,653AE,653AE,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N276NN,3703,ORD,MSP,819,851.0,947,1016.0,0.0,0.0,88.0,85.0,58.0,334.0,America/Chicago,America/Chicago,2023-01-04 08:19:00-06:00,2023-01-04 09:47:00-06:00,False,88.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 09:45:00-06:00,321,327,276NN,276NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N282NN,3463,ORD,RDU,819,817.0,1118,1134.0,0.0,0.0,119.0,137.0,106.0,646.0,America/Chicago,America/New_York,2023-01-04 08:19:00-06:00,2023-01-04 10:18:00-06:00,False,119.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 10:15:00-06:00,321,329,282NN,282NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N202NN,3403,IND,ORD,820,817.0,837,823.0,0.0,0.0,77.0,66.0,34.0,177.0,America/New_York,America/Chicago,2023-01-04 07:20:00-06:00,2023-01-04 08:37:00-06:00,False,77.0,0.0,2023-01-04 07:15:00-06:00,2023-01-04 08:30:00-06:00,317,322,202NN,202NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N760MQ,3816,ORD,TYS,820,816.0,1052,1109.0,0.0,0.0,92.0,113.0,83.0,475.0,America/Chicago,America/New_York,2023-01-04 08:20:00-06:00,2023-01-04 09:52:00-06:00,False,92.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 09:45:00-06:00,321,327,760MQ,760MQ,3260416,3260416,EMBRAER,ERJ 170-100 STD,ERJ170
2023-01-04,MQ,N281NN,3304,ORD,MCI,821,817.0,953,953.0,0.0,0.0,92.0,96.0,66.0,403.0,America/Chicago,America/Chicago,2023-01-04 08:21:00-06:00,2023-01-04 09:53:00-06:00,False,92.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 09:45:00-06:00,321,327,281NN,281NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N259NN,3572,CMH,ORD,822,815.0,850,831.0,0.0,0.0,88.0,76.0,50.0,296.0,America/New_York,America/Chicago,2023-01-04 07:22:00-06:00,2023-01-04 08:50:00-06:00,False,88.0,0.0,2023-01-04 07:15:00-06:00,2023-01-04 08:45:00-06:00,317,323,259NN,259NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N200NN,3404,ORD,IAH,825,857.0,1115,1143.0,0.0,0.0,170.0,166.0,148.0,925.0,America/Chicago,America/Chicago,2023-01-04 08:25:00-06:00,2023-01-04 11:15:00-06:00,False,170.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 11:15:00-06:00,321,333,200NN,200NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N256NN,3943,ORD,OMA,825,823.0,958,951.0,0.0,0.0,93.0,88.0,65.0,416.0,America/Chicago,America/Chicago,2023-01-04 08:25:00-06:00,2023-01-04 09:58:00-06:00,False,93.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 09:45:00-06:00,321,327,256NN,256NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N286NN,3563,MIA,JAX,826,829.0,945,940.0,0.0,0.0,79.0,71.0,53.0,335.0,America/New_York,America/New_York,2023-01-04 07:26:00-06:00,2023-01-04 08:45:00-06:00,False,79.0,0.0,2023-01-04 07:15:00-06:00,2023-01-04 08:45:00-06:00,317,323,286NN,286NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N253NN,3742,DFW,ICT,829,857.0,950,1014.0,0.0,0.0,81.0,77.0,51.0,328.0,America/Chicago,America/Chicago,2023-01-04 08:29:00-06:00,2023-01-04 09:50:00-06:00,False,81.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 09:45:00-06:00,321,327,253NN,253NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N224NN,3632,ABI,DFW,830,829.0,928,916.0,0.0,0.0,58.0,47.0,33.0,158.0,America/Chicago,America/Chicago,2023-01-04 08:30:00-06:00,2023-01-04 09:28:00-06:00,False,58.0,0.0,2023-01-04 08:30:00-06:00,2023-01-04 09:15:00-06:00,322,325,224NN,224NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N262NN,3992,DFW,XNA,830,823.0,946,932.0,0.0,0.0,76.0,69.0,42.0,280.0,America/Chicago,America/Chicago,2023-01-04 08:30:00-06:00,2023-01-04 09:46:00-06:00,False,76.0,0.0,2023-01-04 08:30:00-06:00,2023-01-04 09:45:00-06:00,322,327,262NN,262NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N298FR,3660,MIA,EYW,830,837.0,934,928.0,0.0,0.0,64.0,51.0,31.0,126.0,America/New_York,America/New_York,2023-01-04 07:30:00-06:00,2023-01-04 08:34:00-06:00,False,64.0,0.0,2023-01-04 07:30:00-06:00,2023-01-04 08:30:00-06:00,318,322,298FR,298FR,3260988,3260988,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N278NN,3420,DFW,MAF,831,829.0,952,1000.0,0.0,0.0,81.0,91.0,58.0,309.0,America/Chicago,America/Chicago,2023-01-04 08:31:00-06:00,2023-01-04 09:52:00-06:00,False,81.0,0.0,2023-01-04 08:30:00-06:00,2023-01-04 09:45:00-06:00,322,327,278NN,278NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N284JN,3300,MIA,AUS,831,952.0,1054,1250.0,0.0,0.0,203.0,238.0,213.0,1103.0,America/New_York,America/Chicago,2023-01-04 07:31:00-06:00,2023-01-04 10:54:00-06:00,False,203.0,0.0,2023-01-04 07:30:00-06:00,2023-01-04 10:45:00-06:00,318,331,284JN,284JN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N204NN,3858,MIA,TLH,831,832.0,1003,948.0,0.0,0.0,92.0,76.0,59.0,402.0,America/New_York,America/New_York,2023-01-04 07:31:00-06:00,2023-01-04 09:03:00-06:00,False,92.0,0.0,2023-01-04 07:30:00-06:00,2023-01-04 09:00:00-06:00,318,324,204NN,204NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N668HH,3601,AZO,ORD,833,914.0,850,902.0,0.0,0.0,77.0,48.0,29.0,122.0,America/Detroit,America/Chicago,2023-01-04 07:33:00-06:00,2023-01-04 08:50:00-06:00,False,77.0,0.0,2023-01-04 07:30:00-06:00,2023-01-04 08:45:00-06:00,318,323,668HH,668HH,3260212,3260212,EMBRAER,EMB-145LR,ERJ145
2023-01-04,MQ,N268NN,3528,DFW,DRO,835,835.0,944,958.0,0.0,0.0,129.0,143.0,119.0,674.0,America/Chicago,America/Denver,2023-01-04 08:35:00-06:00,2023-01-04 10:44:00-06:00,False,129.0,0.0,2023-01-04 08:30:00-06:00,2023-01-04 10:30:00-06:00,322,330,268NN,268NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N243NN,4186,DFW,LBB,837,832.0,951,949.0,0.0,0.0,74.0,77.0,53.0,282.0,America/Chicago,America/Chicago,2023-01-04 08:37:00-06:00,2023-01-04 09:51:00-06:00,False,74.0,0.0,2023-01-04 08:30:00-06:00,2023-01-04 09:45:00-06:00,322,327,243NN,243NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N215NN,3701,DFW,GJT,841,832.0,1008,955.0,0.0,0.0,147.0,143.0,123.0,773.0,America/Chicago,America/Denver,2023-01-04 08:41:00-06:00,2023-01-04 11:08:00-06:00,False,147.0,0.0,2023-01-04 08:30:00-06:00,2023-01-04 11:00:00-06:00,322,332,215NN,215NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N280NN,3406,DFW,SJT,842,837.0,953,953.0,0.0,0.0,71.0,76.0,45.0,229.0,America/Chicago,America/Chicago,2023-01-04 08:42:00-06:00,2023-01-04 09:53:00-06:00,False,71.0,0.0,2023-01-04 08:30:00-06:00,2023-01-04 09:45:00-06:00,322,327,280NN,280NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N212NN,4172,DFW,LFT,843,840.0,1006,1012.0,0.0,0.0,83.0,92.0,51.0,351.0,America/Chicago,America/Chicago,2023-01-04 08:43:00-06:00,2023-01-04 10:06:00-06:00,False,83.0,0.0,2023-01-04 08:30:00-06:00,2023-01-04 10:00:00-06:00,322,328,212NN,212NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N221NN,3448,DCA,CHS,845,843.0,1055,1032.0,0.0,0.0,130.0,109.0,76.0,444.0,America/New_York,America/New_York,2023-01-04 07:45:00-06:00,2023-01-04 09:55:00-06:00,False,130.0,0.0,2023-01-04 07:45:00-06:00,2023-01-04 09:45:00-06:00,319,327,221NN,221NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N208AN,3369,DFW,JAN,845,838.0,1013,1005.0,0.0,0.0,88.0,87.0,53.0,408.0,America/Chicago,America/Chicago,2023-01-04 08:45:00-06:00,2023-01-04 10:13:00-06:00,False,88.0,0.0,2023-01-04 08:45:00-06:00,2023-01-04 10:00:00-06:00,323,328,208AN,208AN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N287NN,3312,MIA,RDU,847,856.0,1109,1054.0,0.0,0.0,142.0,118.0,101.0,700.0,America/New_York,America/New_York,2023-01-04 07:47:00-06:00,2023-01-04 10:09:00-06:00,False,142.0,0.0,2023-01-04 07:45:00-06:00,2023-01-04 10:00:00-06:00,319,328,287NN,287NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N260NN,3814,LBB,PHX,854,935.0,959,1035.0,0.0,0.0,125.0,120.0,104.0,588.0,America/Chicago,America/Phoenix,2023-01-04 08:54:00-06:00,2023-01-04 10:59:00-06:00,False,125.0,0.0,2023-01-04 08:45:00-06:00,2023-01-04 10:45:00-06:00,323,331,260NN,260NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N218NN,3431,DFW,LCH,855,853.0,1014,1012.0,0.0,0.0,79.0,79.0,47.0,295.0,America/Chicago,America/Chicago,2023-01-04 08:55:00-06:00,2023-01-04 10:14:00-06:00,False,79.0,0.0,2023-01-04 08:45:00-06:00,2023-01-04 10:00:00-06:00,323,328,218NN,218NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N766JM,3373,ORD,DSM,859,855.0,1029,1013.0,0.0,0.0,90.0,78.0,56.0,299.0,America/Chicago,America/Chicago,2023-01-04 08:59:00-06:00,2023-01-04 10:29:00-06:00,False,90.0,0.0,2023-01-04 08:45:00-06:00,2023-01-04 10:15:00-06:00,323,329,766JM,766JM,3260499,3260499,EMPRESA BRASILEIRA DE AERO S A,ERJ 170-100 STD,ERJ170
2023-01-04,MQ,N213NN,3571,DFW,HRL,904,900.0,1040,1038.0,0.0,0.0,96.0,98.0,77.0,461.0,America/Chicago,America/Chicago,2023-01-04 09:04:00-06:00,2023-01-04 10:40:00-06:00,False,96.0,0.0,2023-01-04 09:00:00-06:00,2023-01-04 10:30:00-06:00,324,330,213NN,213NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N234JW,3385,MCI,AUS,915,904.0,1112,1100.0,0.0,0.0,117.0,116.0,98.0,650.0,America/Chicago,America/Chicago,2023-01-04 09:15:00-06:00,2023-01-04 11:12:00-06:00,False,117.0,0.0,2023-01-04 09:15:00-06:00,2023-01-04 11:00:00-06:00,325,332,234JW,234JW,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N201NN,3395,CLT,HHH,917,1123.0,1030,1230.0,0.0,0.0,73.0,67.0,45.0,207.0,America/New_York,America/New_York,2023-01-04 08:17:00-06:00,2023-01-04 09:30:00-06:00,False,73.0,0.0,2023-01-04 08:15:00-06:00,2023-01-04 09:30:00-06:00,321,326,201NN,201NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N258NN,3573,RNO,AUS,917,931.0,1444,1516.0,0.0,0.0,207.0,225.0,162.0,1405.0,America/Los_Angeles,America/Chicago,2023-01-04 11:17:00-06:00,2023-01-04 14:44:00-06:00,False,207.0,0.0,2023-01-04 11:15:00-06:00,2023-01-04 14:30:00-06:00,333,346,258NN,258NN,3260410,3260410,EMBRAER,ERJ 170-200 LR,ERJ175
2023-01-04,MQ,N263NN,3755,XNA,CLT,919,912.0,1228,1244.0,0.0,0.0,129.0,152.0,109.0,754.0,America/Chicago,America/New_York,2023-01-04 09:19:00-06:00,2023-01-04 11:28:00-06:00,False,129.0,0.0,2023-01-04 09:15:00-06:00,2023-01-04 11:15:00-06:00,325,333,263NN,263NN,3260415,3260415,EMBRAER S A,ERJ 170-200 LR,ERJ175
