PILOT_FLY_OPS,OTH_FLT_FLY_OPS,TRAIN_FLY_OPS,PERS_EXP_FLY_OPS,PRO_FLY_OPS,INTERCHG_FLY_OPS,FUEL_FLY_OPS,OIL_FLY_OPS,RENTAL_FLY_OPS,OTHER_FLY_OPS,INS_FLY_OPS,BENEFITS_FLY_OPS,INCIDENT_FLY_OPS,PAY_TAX_FLY_OPS,OTH_TAX_FLY_OPS,OTHER_EXP_FLY_OPS,TOT_FLY_OPS,AIRFRAME_LABOR,ENGINE_LABOR,AIRFRAME_REPAIR,ENGINE_REPAIRS,INTERCHG_CHARG,AIRFRAME_MATERIALS,ENGINE_MATERIALS,AIRFRAME_ALLOW,AIRFRAME_OVERHAULS,ENGINE_ALLOW,ENGINE_OVERHAULS,TOT_DIR_MAINT,AP_MT_BURDEN,TOT_FLT_MAINT_MEMO,NET_OBSOL_PARTS,AIRFRAME_DEP,ENGINE_DEP,PARTS_DEP,ENG_PARTS_DEP,OTH_FLT_EQUIP_DEP,OTH_FLT_EQUIP_DEP_GRP_I,FLT_EQUIP_A_EXP,FLY_OPS_EXP_I_A,TOT_AIR_OP_EXPENSES,DEV_N_PREOP_EXP,OTH_INTANGIBLES,EQUIP_N_HANGAR_DEP,G_PROP_DEP,CAP_LEASES_DEP,TOTAL_AIR_HOURS,AIR_DAYS_ASSIGN,AIR_FUELS_ISSUED,AIRCRAFT_CONFIG,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,655,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,656,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,656,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,656,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,656,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,687,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,694,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,694,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,696,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,698,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,698,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,699,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,699,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,721,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,721,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,721,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,721,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,723,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,723,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,723,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,724,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,724,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,724,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,837,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,837,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,888,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,6,888,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,8,819,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,8,819,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,8,819,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,1,8,819,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
0.00,0.00,84.59,5.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,0.00,6.71,0.00,0.00,100.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,100.07,,,,,,0.00,0.00,0.00,1,6,626,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2023,1
0.00,0.00,1588.00,-126.00,-43.00,,14.00,,0.00,-4.00,0.00,-232.00,,-325.00,18.00,-162.00,728.00,518.00,58.00,903.00,18.00,,2776.00,4417.00,0.00,,139.00,,8829.00,6413.00,15242.00,,0.00,0.00,0.00,0.00,,,,,15970.00,,,,,,0.02,0.00,44.12,2,7,732,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,06200,D,3,3,2023,1
1.30,0.00,0.42,0.19,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.09,0.00,0.15,0.00,0.00,2.86,0.25,0.01,0.23,0.01,0.00,0.07,0.03,0.00,0.00,0.00,0.28,0.89,0.33,1.21,0.03,0.00,0.00,0.00,0.00,0.00,,0.00,,4.09,,,,,,0.00,0.00,0.87,1,6,677,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2023,1
2.18,0.00,0.05,0.36,0.00,0.00,0.02,0.00,0.05,0.00,0.00,0.34,0.00,0.19,0.00,0.02,3.18,0.60,0.00,0.53,0.84,0.00,0.41,0.00,0.00,0.00,0.00,0.00,2.38,0.24,2.62,0.00,0.84,0.03,0.04,0.00,0.00,,0.08,,6.79,,,,,,0.00,0.02,1.85,1,6,677,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2023,1
3.68,1.50,0.26,0.34,0.00,,6.26,0.00,1.74,0.00,0.45,0.00,0.00,0.42,0.00,6.53,21.18,1.60,0.00,0.00,0.00,,3.95,0.00,0.00,0.00,0.00,0.00,5.55,0.00,5.55,0.00,1.50,0.76,0.00,0.00,0.00,,0.00,,28.99,,,,,,0.00,0.00,7.19,1,6,626,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,2,2,2023,1
7.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,6.00,0.00,1.00,1.00,0.00,0.00,0.00,,0.00,0.00,35.00,,,,,,0.00,0.00,5.86,1,6,623,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10260,L,3,3,2023,1
7.53,0.00,0.48,0.16,3.63,0.00,0.00,0.06,4.08,0.26,0.90,0.46,0.00,0.64,1.14,0.07,17.90,19.50,0.00,5.33,0.00,0.00,6.08,0.06,0.00,0.00,0.00,0.00,30.66,0.00,30.66,0.00,0.00,0.00,0.00,0.59,0.00,,0.00,0.00,50.14,,,,,,0.03,0.01,23.76,1,6,631,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11027,L,2,2,2023,1
19.50,0.00,0.00,0.71,0.16,,95.23,0.06,3.48,0.02,0.58,6.03,0.00,2.01,0.45,0.05,128.29,3.91,0.00,6.74,0.00,,2.98,10.89,0.00,,0.00,,24.51,5.87,30.39,,9.70,2.26,0.56,,,,0.10,,171.29,,,,,,0.01,0.00,32.47,2,8,819,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2023,1
19.54,,0.00,,,,13.58,,,,0.00,1.19,,1.31,,0.00,35.62,0.00,,1.06,0.00,,0.10,0.00,,,,,1.16,,1.16,,3.24,2.52,0.00,0.00,0.00,,,,42.54,,,,,,0.01,0.01,2.15,1,6,681,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2023,1
20.69,,0.77,,,,19.35,,,,2.81,2.00,,2.38,,0.00,48.00,9.51,,3.64,0.00,,3.39,0.00,,,,,16.54,,16.54,,3.06,1.40,0.00,0.00,3.66,,,,72.67,,,,,,0.01,0.03,11.41,2,6,635,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2023,1
22.42,,2.03,2.96,,,125.56,,0.03,,,4.58,,1.84,0.06,,159.47,1.60,0.10,7.84,9.78,,4.64,0.17,,,,,24.13,4.96,29.09,0.41,2.13,1.59,0.02,0.25,,,8.34,,201.30,,,,,,0.02,0.00,41.94,1,6,623,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2023,1
30.66,12.46,0.88,0.00,0.00,0.00,366.49,18.33,167.86,0.00,0.00,10.25,0.00,4.37,0.00,53.31,664.61,8.41,2.10,0.00,0.00,0.00,0.60,0.15,0.00,0.00,0.00,0.00,11.25,0.00,11.25,0.00,0.00,0.00,10.03,0.00,0.00,,4.48,,690.38,,,,,,0.11,0.01,109.34,1,6,622,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,11049,I,2,2,2023,1
31.00,0.00,5.00,11.00,1.00,,-4.00,,5.00,0.00,0.00,5.00,,4.00,0.00,-103.00,-45.00,0.00,0.00,0.00,2.00,,42.00,62.00,4.00,,0.00,,110.00,248.00,358.00,,15.00,7.00,1.00,0.00,,,,,336.00,,,,,,0.01,0.00,30.13,2,6,683,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2023,1
36.18,1.71,0.00,2.50,0.00,0.00,12.05,0.02,0.94,0.23,0.06,5.17,0.00,3.18,0.00,0.19,62.20,5.12,0.00,6.22,0.03,0.00,3.65,0.42,0.00,0.00,0.00,-0.06,15.40,46.36,61.76,0.00,0.38,1.09,0.36,0.00,0.00,,0.70,,126.49,,,,,,0.04,0.01,29.11,1,6,612,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,2,2,2023,1
40.26,,-51.80,-0.88,,,0.00,,0.00,,0.73,5.29,,4.35,,,-2.05,0.00,0.00,2594.22,0.00,,53.67,0.00,,,,,2647.89,0.00,2647.89,,2442.43,1195.36,742.02,0.00,85.74,4465.55,,,7111.40,,,,,,0.00,0.00,0.00,2,6,626,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2023,1
42.69,0.00,4.12,3.44,0.00,0.00,0.00,0.00,43.93,0.00,0.11,2.71,0.00,4.10,0.00,0.72,101.81,5.30,0.00,22.16,8.36,0.00,4.65,0.00,0.00,0.00,0.00,0.00,40.47,0.09,40.57,1.31,0.00,0.00,0.97,0.00,0.52,,0.00,,145.17,,,,,,0.03,0.01,27.71,1,6,638,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,11030,L,2,2,2023,1
46.76,12.46,0.88,0.00,0.00,0.00,2188.90,109.45,225.67,0.00,0.00,10.04,0.00,7.76,0.00,99.96,2701.89,8.41,2.10,0.00,0.00,0.00,1.18,0.30,0.00,0.00,0.00,0.00,11.99,0.00,11.99,0.00,0.00,0.00,0.68,0.00,0.00,,0.00,,2714.55,,,,,,0.33,0.03,609.92,1,6,696,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,11049,I,2,2,2023,1
49.52,,0.19,,,,50.23,,,,0.70,5.19,,6.19,,0.00,112.03,2.38,,0.53,0.00,,0.68,0.00,,,,,3.58,,3.58,,0.77,0.35,0.00,0.00,0.92,,,,117.65,,,,,,0.00,0.03,4.70,2,6,640,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2023,1
49.88,20.27,3.53,4.64,0.00,,84.80,0.00,23.50,0.00,6.05,0.00,0.00,5.74,0.00,88.39,286.79,21.63,0.00,0.00,0.00,,53.52,0.00,0.00,0.00,0.00,0.00,75.15,0.00,75.15,0.00,20.26,10.29,0.00,0.00,0.00,,0.00,,392.49,,,,,,0.06,0.03,88.83,1,6,626,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,D,2,2,2023,1
58.13,0.00,0.00,0.00,0.00,,59.17,0.00,0.00,0.00,0.00,5.34,0.00,4.60,0.00,0.00,127.24,0.00,0.00,52.82,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,52.82,0.00,52.82,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,180.05,,,,,,0.03,0.01,5.45,1,6,746,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
58.16,-3.99,0.00,0.00,0.00,,268.11,0.00,0.00,-0.80,-6.08,0.00,0.00,59.59,0.00,103.72,478.70,0.00,0.00,104.09,101.38,,0.00,0.00,0.00,0.00,0.00,0.00,205.47,0.00,205.47,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,684.17,,,,,,0.11,0.09,24.85,1,6,788,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
65.14,0.00,0.00,2.36,0.54,,230.98,0.20,0.00,0.06,1.29,20.14,0.00,6.70,6.63,0.17,334.20,13.04,0.00,50.69,0.00,,17.08,80.14,0.00,,0.00,,160.95,19.62,180.57,,97.61,37.60,10.66,,,,0.34,,660.98,,,,,,0.03,0.01,73.30,2,7,740,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2023,1
70.48,0.00,0.00,0.00,0.00,,60.43,0.00,0.00,0.00,0.00,8.47,0.00,5.55,0.00,0.00,144.92,0.00,0.00,161.40,0.00,,0.00,37.41,0.00,0.00,0.00,0.00,198.81,0.00,198.81,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,343.73,,,,,,0.07,0.02,1.03,1,6,639,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
82.27,0.00,19.88,54.91,18.82,0.00,285.67,0.66,0.88,0.19,7.24,3.75,0.00,5.90,0.00,518.41,998.57,37.97,0.00,0.00,0.00,0.00,237.48,271.82,0.00,0.00,0.00,0.00,547.27,0.00,547.27,,0.00,0.00,0.00,0.00,0.07,,0.00,,1545.91,,,,,,0.09,0.01,77.63,2,6,625,20151,M6,Amerijet International,M6,Amerijet International,16052,L,2,2,2023,1
87.00,0.00,3.00,4.00,0.00,0.00,213.00,0.00,8.00,0.00,0.00,15.00,0.00,3.00,0.00,0.00,333.00,4.00,1.00,7.00,13.00,0.00,10.00,4.00,0.00,0.00,0.00,0.00,39.00,16.00,55.00,0.00,13.00,7.00,0.00,1.00,0.00,,2.00,0.00,411.00,,,,,,0.04,0.00,72.03,1,6,624,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2023,1
88.00,0.00,5.00,8.00,0.00,0.00,248.00,0.00,13.00,0.00,1.00,26.00,0.00,5.00,0.00,0.00,394.00,6.00,2.00,12.00,23.00,0.00,18.00,7.00,0.00,0.00,0.00,0.00,68.00,27.00,95.00,1.00,23.00,12.00,1.00,1.00,0.00,,3.00,0.00,530.00,,,,,,0.07,0.01,83.93,1,6,622,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10261,A,3,3,2023,1
